x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	1.5717	5.8219
-0.99167	10.125	0.72737	5.23
-0.99167	10.458	0.59769	4.6743
-0.99167	10.792	-0.15072	4.682
-0.99167	11.125	-0.71621	4.5083
-0.99167	11.458	-0.57513	3.8014
-0.99167	11.792	-0.16624	3.3021
-0.99167	12.125	-0.063324	3.1357
-0.99167	12.458	0.42547	3.5258
-0.99167	12.792	0.77815	4.077
-0.99167	13.125	0.89648	4.5834
-0.99167	13.458	0.37992	5.1574
-0.99167	13.792	0.33111	5.8588
-0.99167	14.125	-0.16264	6.1587
-0.99167	14.458	-0.29735	6.5212
-0.99167	14.792	-0.54981	6.5131
-0.99167	15.125	-0.76134	6.4315
-0.99167	15.458	-0.86052	6.1395
-0.99167	15.792	-1.1046	6.0091
-0.99167	16.125	-1.3091	5.8749
-0.99167	16.458	-1.2197	5.4558
-0.99167	16.792	-1.3273	5.095
-0.99167	17.125	-1.1974	4.583
-0.99167	17.458	-0.95157	4.3606
-0.99167	17.792	-0.59321	4.1312
-0.99167	18.125	-0.33774	3.9482
-0.99167	18.458	-0.046211	3.5111
-0.99167	18.792	0.19816	3.2234
-0.99167	19.125	0.38642	3.1466
-0.99167	19.458	0.55415	3.0719
-0.99167	19.792	0.65107	2.9409
-0.99167	20.125	1.0578	2.7874
-0.99167	20.458	1.1424	2.8763
-0.99167	20.792	1.0725	2.9287
-0.99167	21.125	1.0391	2.9687
-0.99167	21.458	1.0377	3.339
-0.99167	21.792	1.0364	3.6665
-0.99167	22.125	1.0043	3.9267
-0.99167	22.458	1.0187	4.1513
-0.99167	22.792	0.72158	4.5959
-0.99167	23.125	0.44333	5.0303
-0.99167	23.458	0.09411	5.4183
-0.99167	23.792	-0.35906	5.6668
-0.99167	24.125	-0.75599	5.569
-0.99167	24.458	-1.2439	5.6256
-0.99167	24.792	-1.5327	5.7267
-0.99167	25.125	-1.8312	5.8145
-0.99167	25.458	-2.2143	5.8167
-0.99167	25.792	-2.4059	5.721
-0.99167	26.125	-2.4509	5.3721
-0.99167	26.458	-2.5541	4.9847
-0.99167	26.792	-2.2188	4.6839
-0.99167	27.125	-1.6291	4.357
-0.99167	27.458	-1.1688	4.0714
-0.99167	27.792	-0.85027	3.6411
-0.99167	28.125	-0.87254	3.2513
-0.99167	28.458	-0.77459	2.6736
-0.99167	28.792	-0.89366	2.6189
-0.99167	29.125	-0.58586	1.484
-0.99167	29.458	-0.33835	-0.1373
-0.65833	9.7917	0.90275	7.5833
-0.65833	10.125	0.51767	6.8113
-0.65833	10.458	0.0093443	6.1121
-0.65833	10.792	-0.075637	5.8842
-0.65833	11.125	-0.31551	6.104
-0.65833	11.458	-0.31637	5.2674
-0.65833	11.792	-0.3694	4.8233
-0.65833	12.125	-0.3072	5.0156
-0.65833	12.458	0.050186	5.2966
-0.65833	12.792	0.31004	5.7753
-0.65833	13.125	0.50465	5.9619
-0.65833	13.458	0.046269	6.4079
-0.65833	13.792	-0.090134	6.8638
-0.65833	14.125	-0.33734	7.0185
-0.65833	14.458	-0.47052	7.1704
-0.65833	14.792	-0.66123	7.1804
-0.65833	15.125	-0.7353	7.2289
-0.65833	15.458	-0.70848	6.8057
-0.65833	15.792	-0.91981	6.5563
-0.65833	16.125	-0.96592	6.3178
-0.65833	16.458	-0.91796	6.039
-0.65833	16.792	-1.0264	5.6742
-0.65833	17.125	-0.92602	5.2756
-0.65833	17.458	-0.75504	5.0283
-0.65833	17.792	-0.50601	4.6689
-0.65833	18.125	-0.393	4.3826
-0.65833	18.458	-0.10519	3.9844
-0.65833	18.792	0.17974	3.8343
-0.65833	19.125	0.36014	3.7324
-0.65833	19.458	0.57517	3.7012
-0.65833	19.792	0.71092	3.7366
-0.65833	20.125	1.0925	3.5852
-0.65833	20.458	1.1733	3.5347
-0.65833	20.792	0.90751	3.3824
-0.65833	21.125	0.80312	3.5974
-0.65833	21.458	0.81702	3.984
-0.65833	21.792	0.72901	4.547
-0.65833	22.125	0.73057	4.8814
-0.65833	22.458	0.85715	5.2738
-0.65833	22.792	0.56784	5.828
-0.65833	23.125	0.11715	6.3002
-0.65833	23.458	-0.25314	6.6362
-0.65833	23.792	-0.5976	6.8235
-0.65833	24.125	-0.90813	6.868
-0.65833	24.458	-1.3084	6.7268
-0.65833	24.792	-1.4426	6.5487
-0.65833	25.125	-1.6731	6.4827
-0.65833	25.458	-1.9885	6.4107
-0.65833	25.792	-2.2036	6.1148
-0.65833	26.125	-2.3535	5.6098
-0.65833	26.458	-2.2235	4.9024
-0.65833	26.792	-1.7872	4.4247
-0.65833	27.125	-1.2834	3.9646
-0.65833	27.458	-0.84874	3.6128
-0.65833	27.792	-0.54169	3.3789
-0.65833	28.125	-0.60368	3.1246
-0.65833	28.458	-0.50304	2.9217
-0.65833	28.792	-0.64012	2.7998
-0.65833	29.125	-0.46715	1.5152
-0.65833	29.458	-0.31877	-0.12974
-0.325	9.7917	0.015014	7.4449
-0.325	10.125	-0.30569	6.7893
-0.325	10.458	-0.65349	6.0862
-0.325	10.792	-0.32133	6.828
-0.325	11.125	-0.49259	7.2286
-0.325	11.458	-0.44542	6.5643
-0.325	11.792	-0.32118	6.2439
-0.325	12.125	-0.36484	6.2784
-0.325	12.458	-0.077561	6.4198
-0.325	12.792	0.022393	6.5608
-0.325	13.125	0.17217	6.4749
-0.325	13.458	-0.11918	6.6629
-0.325	13.792	-0.30005	6.8416
-0.325	14.125	-0.39614	7.1004
-0.325	14.458	-0.55837	7.2285
-0.325	14.792	-0.70165	7.265
-0.325	15.125	-0.51169	7.2948
-0.325	15.458	-0.42809	6.8672
-0.325	15.792	-0.73465	6.5973
-0.325	16.125	-0.72414	6.4862
-0.325	16.458	-0.70715	6.3912
-0.325	16.792	-0.69137	6.0169
-0.325	17.125	-0.5156	5.6261
-0.325	17.458	-0.409	5.3217
-0.325	17.792	-0.34796	4.9875
-0.325	18.125	-0.41323	4.8357
-0.325	18.458	-0.18056	4.6567
-0.325	18.792	0.072375	4.4097
-0.325	19.125	0.26997	4.1778
-0.325	19.458	0.47029	4.187
-0.325	19.792	0.70291	4.1888
-0.325	20.125	1.1063	4.0559
-0.325	20.458	1.0067	4.0788
-0.325	20.792	0.63283	3.9054
-0.325	21.125	0.56813	4.061
-0.325	21.458	0.56504	4.3444
-0.325	21.792	0.4748	4.8797
-0.325	22.125	0.4024	5.3137
-0.325	22.458	0.50601	5.7916
-0.325	22.792	0.25342	6.3692
-0.325	23.125	-0.14916	6.975
-0.325	23.458	-0.34422	7.3545
-0.325	23.792	-0.58304	7.5089
-0.325	24.125	-0.87477	7.6193
-0.325	24.458	-1.1514	7.535
-0.325	24.792	-1.2007	7.1427
-0.325	25.125	-1.4115	6.9417
-0.325	25.458	-1.7425	6.7508
-0.325	25.792	-1.995	6.3412
-0.325	26.125	-2.1102	5.6963
-0.325	26.458	-1.8685	4.8729
-0.325	26.792	-1.4879	4.1898
-0.325	27.125	-1.1232	3.5545
-0.325	27.458	-0.78199	2.9712
-0.325	27.792	-0.30387	2.9099
-0.325	28.125	-0.21931	2.8409
-0.325	28.458	-0.20673	3.0777
-0.325	28.792	-0.31884	2.8873
-0.325	29.125	-0.19641	1.2299
-0.325	29.458	-0.24107	-0.28397
0.0083333	9.7917	-0.43213	7.8659
0.0083333	10.125	-0.3385	7.4148
0.0083333	10.458	-0.19697	6.6384
0.0083333	10.792	-0.14177	7.5594
0.0083333	11.125	-0.28944	8.0117
0.0083333	11.458	-0.26141	7.4344
0.0083333	11.792	-0.20099	7.0103
0.0083333	12.125	-0.30373	6.9817
0.0083333	12.458	-0.07724	7.1288
0.0083333	12.792	0.078984	7.1212
0.0083333	13.125	0.1794	6.8808
0.0083333	13.458	-0.14146	6.8411
0.0083333	13.792	-0.38621	6.9678
0.0083333	14.125	-0.47247	7.0796
0.0083333	14.458	-0.62569	7.1503
0.0083333	14.792	-0.65747	7.1399
0.0083333	15.125	-0.38204	7.1792
0.0083333	15.458	-0.22726	6.9285
0.0083333	15.792	-0.52313	6.5963
0.0083333	16.125	-0.4777	6.5084
0.0083333	16.458	-0.42555	6.4298
