x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	1.6166	2.8216
-0.99167	10.125	0.28253	4.6069
-0.99167	10.458	-0.69218	5.0291
-0.99167	10.792	-1.4046	5.1377
-0.99167	11.125	-1.7661	4.6249
-0.99167	11.458	-1.6021	4.7823
-0.99167	11.792	-1.8413	4.7097
-0.99167	12.125	-1.9396	4.4213
-0.99167	12.458	-1.6176	4.5256
-0.99167	12.792	-1.0785	4.8682
-0.99167	13.125	-0.65652	4.7259
-0.99167	13.458	-0.085548	4.6488
-0.99167	13.792	0.58293	4.635
-0.99167	14.125	0.76581	4.8225
-0.99167	14.458	0.86209	5.2712
-0.99167	14.792	0.90816	5.5798
-0.99167	15.125	1.0586	5.5594
-0.99167	15.458	1.0406	5.6735
-0.99167	15.792	0.5062	5.8382
-0.99167	16.125	0.050439	6.1224
-0.99167	16.458	-0.13563	6.1442
-0.99167	16.792	-0.53338	6.3257
-0.99167	17.125	-0.72968	6.413
-0.99167	17.458	-0.90041	6.3022
-0.99167	17.792	-0.72968	5.9549
-0.99167	18.125	-0.79903	5.4651
-0.99167	18.458	-0.92035	5.1019
-0.99167	18.792	-0.88635	5.1146
-0.99167	19.125	-0.90217	5.042
-0.99167	19.458	-0.68788	4.8323
-0.99167	19.792	-0.45591	4.3763
-0.99167	20.125	0.040262	3.9583
-0.99167	20.458	0.12367	3.6811
-0.99167	20.792	-0.016922	3.5811
-0.99167	21.125	0.0090264	3.5499
-0.99167	21.458	0.24256	3.4208
-0.99167	21.792	0.39572	3.5066
-0.99167	22.125	0.60451	3.3296
-0.99167	22.458	1.1641	3.1236
-0.99167	22.792	1.6211	2.9292
-0.99167	23.125	1.862	2.6623
-0.99167	23.458	1.9907	2.8582
-0.99167	23.792	1.8681	3.1489
-0.99167	24.125	1.4346	3.4814
-0.99167	24.458	0.65026	3.8519
-0.99167	24.792	-0.038058	4.211
-0.99167	25.125	-1.0277	4.674
-0.99167	25.458	-2.2238	5.1449
-0.99167	25.792	-2.9055	5.4496
-0.99167	26.125	-3.2405	5.3216
-0.99167	26.458	-3.3269	5.1184
-0.99167	26.792	-2.8862	4.7483
-0.99167	27.125	-2.2145	4.7471
-0.99167	27.458	-1.5788	4.6205
-0.99167	27.792	-1.4226	4.1369
-0.99167	28.125	-1.1315	3.8288
-0.99167	28.458	-1.2971	3.4291
-0.99167	28.792	-1.4779	2.9934
-0.99167	29.125	-1.2494	1.9459
-0.99167	29.458	-0.62553	-0.0052458
-0.65833	9.7917	1.2116	5.5206
-0.65833	10.125	0.083219	6.9474
-0.65833	10.458	-1.1064	6.467
-0.65833	10.792	-1.5335	6.9817
-0.65833	11.125	-1.2561	6.6355
-0.65833	11.458	-1.2006	6.6468
-0.65833	11.792	-1.5417	6.4649
-0.65833	12.125	-1.9138	6.0751
-0.65833	12.458	-1.6532	5.9071
-0.65833	12.792	-1.1019	5.6383
-0.65833	13.125	-0.55503	5.3081
-0.65833	13.458	-0.070788	5.2791
-0.65833	13.792	0.36774	5.2822
-0.65833	14.125	0.55888	5.4855
-0.65833	14.458	0.69685	5.8038
-0.65833	14.792	0.81137	6.1088
-0.65833	15.125	0.93326	6.2542
-0.65833	15.458	0.89327	6.6653
-0.65833	15.792	0.43913	7.0119
-0.65833	16.125	-0.059263	7.2533
-0.65833	16.458	-0.26213	7.3564
-0.65833	16.792	-0.46306	7.3557
-0.65833	17.125	-0.61339	7.5003
-0.65833	17.458	-0.60391	7.2778
-0.65833	17.792	-0.37671	6.6964
-0.65833	18.125	-0.4794	6.1758
-0.65833	18.458	-0.45416	5.8795
-0.65833	18.792	-0.42097	5.6418
-0.65833	19.125	-0.38791	5.5882
-0.65833	19.458	-0.22821	5.2251
-0.65833	19.792	-0.14074	4.7163
-0.65833	20.125	0.24886	4.3976
-0.65833	20.458	0.15017	4.1757
-0.65833	20.792	0.032634	4.1103
-0.65833	21.125	0.010819	4.0894
-0.65833	21.458	0.074979	4.0107
-0.65833	21.792	0.18066	3.9133
-0.65833	22.125	0.42658	3.7298
-0.65833	22.458	0.91391	3.6314
-0.65833	22.792	1.2191	3.5359
-0.65833	23.125	1.3479	3.3612
-0.65833	23.458	1.4867	3.5756
-0.65833	23.792	1.5024	3.913
-0.65833	24.125	1.1622	4.2999
-0.65833	24.458	0.4773	4.6061
-0.65833	24.792	-0.082649	4.8791
-0.65833	25.125	-1.0366	5.227
-0.65833	25.458	-2.1411	5.5559
-0.65833	25.792	-2.7717	5.6679
-0.65833	26.125	-3.0661	5.5108
-0.65833	26.458	-2.991	5.1887
-0.65833	26.792	-2.5184	4.7575
-0.65833	27.125	-1.8233	4.7025
-0.65833	27.458	-1.132	4.4718
-0.65833	27.792	-0.86736	3.975
-0.65833	28.125	-0.76358	3.7303
-0.65833	28.458	-0.78652	3.355
-0.65833	28.792	-0.97064	3.072
-0.65833	29.125	-0.87874	1.9264
-0.65833	29.458	-0.45701	-0.013557
-0.325	9.7917	0.6576	8.439
-0.325	10.125	0.10148	8.5668
-0.325	10.458	-0.7515	7.7068
-0.325	10.792	-1.0519	7.889
-0.325	11.125	-0.85726	7.6618
-0.325	11.458	-0.90426	7.6656
-0.325	11.792	-1.0458	7.5513
-0.325	12.125	-1.3092	7.0158
-0.325	12.458	-1.2001	6.6201
-0.325	12.792	-0.70181	6.0768
-0.325	13.125	-0.24863	5.6579
-0.325	13.458	-0.035098	5.6465
-0.325	13.792	0.19469	5.4888
-0.325	14.125	0.347	5.662
-0.325	14.458	0.49698	6.0753
-0.325	14.792	0.66218	6.4375
-0.325	15.125	0.72932	6.7534
-0.325	15.458	0.54535	7.1423
-0.325	15.792	0.21195	7.459
-0.325	16.125	-0.15116	7.6094
-0.325	16.458	-0.19366	7.6567
-0.325	16.792	-0.29728	7.6619
-0.325	17.125	-0.48502	7.6925
-0.325	17.458	-0.39716	7.5218
-0.325	17.792	-0.19252	7.1095
-0.325	18.125	-0.36663	6.6685
-0.325	18.458	-0.27667	6.4048
-0.325	18.792	-0.16952	6.0336
-0.325	19.125	-0.093238	5.8722
-0.325	19.458	0.023184	5.4475
-0.325	19.792	0.097032	5.0458
-0.325	20.125	0.36105	4.7291
-0.325	20.458	0.45428	4.5312
-0.325	20.792	0.18393	4.429
-0.325	21.125	0.013127	4.4256
-0.325	21.458	0.051385	4.433
-0.325	21.792	0.20772	4.2415
-0.325	22.125	0.42627	4.138
-0.325	22.458	0.79267	4.057
-0.325	22.792	0.94798	4.0539
-0.325	23.125	0.96528	4.043
-0.325	23.458	1.0777	4.1945
-0.325	23.792	1.093	4.5394
-0.325	24.125	0.8528	4.9195
-0.325	24.458	0.41011	5.2268
-0.325	24.792	-0.049765	5.274
-0.325	25.125	-0.96185	5.4093
-0.325	25.458	-1.9198	5.5882
-0.325	25.792	-2.4242	5.5911
-0.325	26.125	-2.6081	5.3453
-0.325	26.458	-2.4688	4.983
-0.325	26.792	-1.9802	4.746
-0.325	27.125	-1.3334	4.7267
-0.325	27.458	-0.79705	4.4067
-0.325	27.792	-0.60091	4.0741
-0.325	28.125	-0.32592	3.9701
-0.325	28.458	-0.42176	3.5963
-0.325	28.792	-0.62893	3.1866
-0.325	29.125	-0.479	1.8076
-0.325	29.458	-0.14472	-0.11491
0.0083333	9.7917	0.61307	9.4224
0.0083333	10.125	0.3989	9.1278
0.0083333	10.458	0.089574	8.4271
0.0083333	10.792	-0.01437	8.7139
0.0083333	11.125	-0.37607	8.892
0.0083333	11.458	-0.60631	8.5092
0.0083333	11.792	-0.7176	8.0384
0.0083333	12.125	-0.74601	7.3902
0.0083333	12.458	-0.72183	6.9184
0.0083333	12.792	-0.38847	6.368
0.0083333	13.125	-0.061204	5.9771
0.0083333	13.458	-0.0078537	5.8553
0.0083333	13.792	0.072156	5.6782
0.0083333	14.125	0.13744	5.7811
0.0083333	14.458	0.17549	6.0905
0.0083333	14.792	0.20875	6.4616
0.0083333	15.125	0.3452	6.7784
0.0083333	15.458	0.28802	7.0976
0.0083333	15.792	0.031669	7.3745
0.0083333	16.125	-0.20535	7.5221
0.0083333	16.458	-0.37811	7.5934
0.0083333	16.792	-0.48011	7.5716
0.0083333	17.125	-0.49537	7.5277
0.0083333	17.458	-0.3569	7.3623
0.0083333	17.792	-0.080303	7.0278
0.0083333	18.125	-0.13408	6.8091
0.0083333	18.458	-0.15208	6.5782
0.0083333	18.792	-0.12505	6.2537
0.0083333	19.125	-0.024587	6.1219
0.0083333	19.458	0.16209	5.7157
0.0083333	19.792	0.29077	5.3019
0.0083333	20.125	0.52114	5.0262
0.0083333	20.458	0.57667	4.8144
0.0083333	20.792	0.34432	4.7517
0.0083333	21.125	0.12325	4.6951
0.0083333	21.458	0.10786	4.6051
0.0083333	21.792	0.22464	4.5378
0.0083333	22.125	0.28405	4.4201
0.0083333	22.458	0.52367	4.4114
0.0083333	22.792	0.64571	4.4696
0.0083333	23.125	0.5912	4.548
0.0083333	23.458	0.64157	4.7302
0.0083333	23.792	0.68543	5.1064
0.0083333	24.125	0.57925	5.3705
0.0083333	24.458	0.30512	5.5253
0.0083333	24.792	-0.027235	5.4238
0.0083333	25.125	-0.66926	5.3116
0.0083333	25.458	-1.4933	5.3524
0.0083333	25.792	-1.8994	5.3253
0.0083333	26.125	-2.0883	5.1566
0.0083333	26.458	-1.9704	4.9209
0.0083333	26.792	-1.5038	4.895
0.0083333	27.125	-0.94334	4.7762
0.0083333	27.458	-0.36892	4.4396
0.0083333	27.792	0.0091695	4.0499
0.0083333	28.125	0.15503	4.1801
0.0083333	28.458	-0.10115	3.8944
0.0083333	28.792	-0.24179	3.5075
0.0083333	29.125	-0.025281	1.9172
0.0083333	29.458	0.40136	-0.14355
0.34167	9.7917	-0.12507	8.2818
0.34167	10.125	-0.072273	8.0032
0.34167	10.458	0.2368	8.0486
0.34167	10.792	0.26671	8.9896
0.34167	11.125	-0.017723	9.198
0.34167	11.458	-0.28992	8.8318
0.34167	11.792	-0.38717	8.2977
0.34167	12.125	-0.29257	7.6671
0.34167	12.458	-0.21431	7.067
0.34167	12.792	0.1183	6.5302
0.34167	13.125	0.24299	6.2176
0.34167	13.458	0.10923	5.938
0.34167	13.792	-0.0010197	5.7817
0.34167	14.125	-0.12769	5.7901
0.34167	14.458	-0.19428	5.9336
0.34167	14.792	-0.26802	6.1236
0.34167	15.125	-0.15696	6.3372
0.34167	15.458	-0.19546	6.6191
0.34167	15.792	-0.39859	6.9601
0.34167	16.125	-0.56542	7.2105
0.34167	16.458	-0.71519	7.3197
0.34167	16.792	-0.69895	7.4167
