x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	0.62829	0.68581
-0.99167	10.125	-1.147	1.6489
-0.99167	10.458	-2.1843	0.4574
-0.99167	10.792	-2.4977	-1.0403
-0.99167	11.125	-1.6092	1.0605
-0.99167	11.458	-0.39375	2.9539
-0.99167	11.792	0.55401	3.0958
-0.99167	12.125	1.4954	2.8182
-0.99167	12.458	1.8986	2.9217
-0.99167	12.792	2.1149	3.1209
-0.99167	13.125	1.6147	3.3224
-0.99167	13.458	0.90364	3.3003
-0.99167	13.792	0.1485	3.6813
-0.99167	14.125	-0.62666	4.2988
-0.99167	14.458	-1.0258	4.268
-0.99167	14.792	-1.1175	4.1706
-0.99167	15.125	-0.96773	3.8293
-0.99167	15.458	-0.51992	3.6561
-0.99167	15.792	-0.09715	3.523
-0.99167	16.125	0.30032	3.19
-0.99167	16.458	0.62626	3.1128
-0.99167	16.792	0.87996	3.1599
-0.99167	17.125	0.90681	3.4509
-0.99167	17.458	0.79092	3.6213
-0.99167	17.792	0.59987	3.8243
-0.99167	18.125	0.21329	4.0286
-0.99167	18.458	-0.45138	4.4107
-0.99167	18.792	-1.033	4.7324
-0.99167	19.125	-1.1368	4.8521
-0.99167	19.458	-0.85097	5.0299
-0.99167	19.792	-0.51595	4.8168
-0.99167	20.125	0.28312	4.0454
-0.99167	20.458	0.64954	3.4168
-0.99167	20.792	0.69993	3.1461
-0.99167	21.125	0.81429	2.894
-0.99167	21.458	0.71946	2.5853
-0.99167	21.792	0.62931	2.3142
-0.99167	22.125	0.45056	2.2827
-0.99167	22.458	0.37717	2.4539
-0.99167	22.792	0.0011682	2.6925
-0.99167	23.125	-0.1997	3.0038
-0.99167	23.458	-0.13058	3.3924
-0.99167	23.792	-0.091816	3.7341
-0.99167	24.125	-0.38766	4.1128
-0.99167	24.458	-0.58818	4.1562
-0.99167	24.792	-0.73677	3.9748
-0.99167	25.125	-0.92117	3.9354
-0.99167	25.458	-1.179	3.8521
-0.99167	25.792	-1.2261	3.9411
-0.99167	26.125	-1.3716	3.9242
-0.99167	26.458	-1.619	3.832
-0.99167	26.792	-1.7887	3.7987
-0.99167	27.125	-1.4786	3.9681
-0.99167	27.458	-1.2183	4.1159
-0.99167	27.792	-1.0975	3.7209
-0.99167	28.125	-1.1802	3.1521
-0.99167	28.458	-1.2675	2.4161
