x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-0.53408	1.1605
-0.99167	10.125	0.58241	1.9495
-0.99167	10.458	1.5837	1.6175
-0.99167	10.792	1.3754	1.1649
-0.99167	11.125	1.4252	1.9069
-0.99167	11.458	0.91455	3.3936
-0.99167	11.792	0.10069	4.2867
-0.99167	12.125	-0.23242	4.9729
-0.99167	12.458	-0.38828	4.7579
-0.99167	12.792	-0.69251	4.442
-0.99167	13.125	-0.97896	4.8309
-0.99167	13.458	-1.1894	5.0224
-0.99167	13.792	-1.1876	4.4797
-0.99167	14.125	-0.99327	3.7468
-0.99167	14.458	-0.56698	3.4935
-0.99167	14.792	-0.25905	3.4877
-0.99167	15.125	0.14725	3.3968
-0.99167	15.458	0.40708	3.4173
-0.99167	15.792	0.57124	3.5003
-0.99167	16.125	0.67895	3.7404
-0.99167	16.458	0.76099	3.9591
-0.99167	16.792	0.70964	4.3165
-0.99167	17.125	0.42094	4.5967
-0.99167	17.458	0.061892	4.7645
-0.99167	17.792	-0.091375	4.899
-0.99167	18.125	-0.41848	4.9018
-0.99167	18.458	-0.83186	4.9357
-0.99167	18.792	-0.97139	4.8362
-0.99167	19.125	-0.72953	4.545
-0.99167	19.458	-0.26452	4.3395
-0.99167	19.792	0.20948	4.1477
-0.99167	20.125	0.92121	3.9118
-0.99167	20.458	1.3498	3.6441
-0.99167	20.792	1.4042	3.7299
-0.99167	21.125	1.2905	3.9728
-0.99167	21.458	0.95592	4.1582
-0.99167	21.792	0.64919	4.5087
-0.99167	22.125	0.17548	4.7001
-0.99167	22.458	-0.20842	4.7771
-0.99167	22.792	-0.80159	4.7078
-0.99167	23.125	-1.0233	4.4551
-0.99167	23.458	-0.83455	4.2857
-0.99167	23.792	-0.70095	3.9656
-0.99167	24.125	-0.59623	3.6945
-0.99167	24.458	-0.4966	3.2497
-0.99167	24.792	-0.45279	2.7498
-0.99167	25.125	-0.58944	2.5526
-0.99167	25.458	-1.0116	2.2951
-0.99167	25.792	-1.3972	2.0821
-0.99167	26.125	-1.8182	2.2189
-0.99167	26.458	-2.2511	2.507
-0.99167	26.792	-2.3666	2.6736
-0.99167	27.125	-2.0566	2.9688
-0.99167	27.458	-1.6505	3.2626
-0.99167	27.792	-1.4879	3.1813
-0.99167	28.125	-1.5558	2.7675
-0.99167	28.458	-1.8051	2.4081
-0.99167	28.792	-1.7014	2.0504
-0.99167	29.125	-1.4508	1.455
-0.99167	29.458	-0.8119	-0.083735
-0.65833	9.7917	-0.25602	3.7753
-0.65833	10.125	0.24317	3.906
-0.65833	10.458	1.0367	3.4929
-0.65833	10.792	1.1398	3.7043
-0.65833	11.125	1.2054	4.7048
-0.65833	11.458	0.84829	5.4224
-0.65833	11.792	0.16861	6.4102
-0.65833	12.125	-0.27217	6.8311
-0.65833	12.458	-0.5458	6.4646
-0.65833	12.792	-0.55553	6.1307
-0.65833	13.125	-0.67954	6.1546
-0.65833	13.458	-1.0807	6.2728
-0.65833	13.792	-1.0708	5.8628
-0.65833	14.125	-0.90142	5.0511
-0.65833	14.458	-0.61282	4.7281
-0.65833	14.792	-0.22469	4.336
-0.65833	15.125	0.3183	4.2132
-0.65833	15.458	0.60017	4.2519
-0.65833	15.792	0.71355	4.2467
-0.65833	16.125	0.65898	4.3544
-0.65833	16.458	0.59109	4.5905
-0.65833	16.792	0.48548	4.9073
-0.65833	17.125	0.25808	5.3149
-0.65833	17.458	0.0022925	5.5761
-0.65833	17.792	-0.13009	5.6175
-0.65833	18.125	-0.35534	5.5469
-0.65833	18.458	-0.67133	5.6317
-0.65833	18.792	-0.65183	5.5629
-0.65833	19.125	-0.4262	5.375
-0.65833	19.458	0.044741	4.8853
-0.65833	19.792	0.44643	4.5154
-0.65833	20.125	1.1114	4.149
-0.65833	20.458	1.4538	4.0217
-0.65833	20.792	1.3613	4.1698
-0.65833	21.125	1.269	4.5783
-0.65833	21.458	1.0015	4.839
-0.65833	21.792	0.60283	5.1329
-0.65833	22.125	0.28131	5.2962
-0.65833	22.458	-0.075474	5.4517
-0.65833	22.792	-0.48431	5.2506
-0.65833	23.125	-0.6983	4.9056
-0.65833	23.458	-0.70927	4.811
-0.65833	23.792	-0.65605	4.4935
-0.65833	24.125	-0.41735	4.2379
-0.65833	24.458	-0.281	3.8859
-0.65833	24.792	-0.28149	3.5344
-0.65833	25.125	-0.35152	3.2749
-0.65833	25.458	-0.91676	2.8487
-0.65833	25.792	-1.3924	2.4678
-0.65833	26.125	-1.9002	2.4503
-0.65833	26.458	-2.2631	2.7483
-0.65833	26.792	-2.185	2.8874
-0.65833	27.125	-1.8012	2.9858
-0.65833	27.458	-1.5952	3.002
-0.65833	27.792	-1.4429	3.0701
-0.65833	28.125	-1.3439	2.8766
-0.65833	28.458	-1.3737	2.436
-0.65833	28.792	-1.0601	1.8939
-0.65833	29.125	-0.93799	1.175
-0.65833	29.458	-0.6691	-0.14353
-0.325	9.7917	-0.40717	6.2242
-0.325	10.125	0.29478	5.9722
-0.325	10.458	0.41037	5.5712
-0.325	10.792	0.65312	5.6122
-0.325	11.125	0.7231	6.4105
-0.325	11.458	0.44006	6.7574
-0.325	11.792	-0.028216	7.3589
-0.325	12.125	-0.36121	7.6937
-0.325	12.458	-0.44138	7.3616
-0.325	12.792	-0.18416	7.0193
-0.325	13.125	-0.29445	7.027
-0.325	13.458	-0.63377	7.1575
-0.325	13.792	-0.73271	6.8324
-0.325	14.125	-0.57024	6.3354
-0.325	14.458	-0.34452	5.9155
-0.325	14.792	-0.0071308	5.4658
-0.325	15.125	0.42506	5.2463
-0.325	15.458	0.63267	5.1062
-0.325	15.792	0.57727	5.1068
-0.325	16.125	0.50532	5.105
-0.325	16.458	0.38057	5.1973
-0.325	16.792	0.25795	5.2528
-0.325	17.125	0.20983	5.5831
-0.325	17.458	0.11823	5.8943
-0.325	17.792	0.024398	5.9559
-0.325	18.125	-0.23819	5.9147
-0.325	18.458	-0.39459	5.9757
-0.325	18.792	-0.3202	5.9754
-0.325	19.125	-0.14324	5.8675
-0.325	19.458	0.20711	5.4192
-0.325	19.792	0.56245	5.0556
-0.325	20.125	1.1247	4.8096
-0.325	20.458	1.4561	4.712
-0.325	20.792	1.162	4.882
-0.325	21.125	1.1569	5.094
-0.325	21.458	1.0332	5.2343
-0.325	21.792	0.72749	5.4386
-0.325	22.125	0.49831	5.6702
-0.325	22.458	0.29775	5.7507
-0.325	22.792	-0.12278	5.5703
-0.325	23.125	-0.48882	5.5405
-0.325	23.458	-0.58041	5.5083
-0.325	23.792	-0.55486	5.1325
-0.325	24.125	-0.25413	4.8679
-0.325	24.458	-0.056867	4.6664
-0.325	24.792	0.031493	4.4099
-0.325	25.125	-0.069836	4.1715
-0.325	25.458	-0.68164	3.5887
-0.325	25.792	-1.1369	2.992
-0.325	26.125	-1.6757	2.8744
-0.325	26.458	-2.0306	2.9747
-0.325	26.792	-1.9038	3.0542
-0.325	27.125	-1.5982	3.0073
-0.325	27.458	-1.293	2.9654
-0.325	27.792	-1.106	3.0059
-0.325	28.125	-0.85013	3.1531
-0.325	28.458	-0.86342	2.636
-0.325	28.792	-0.78859	1.8135
-0.325	29.125	-0.93345	0.90048
-0.325	29.458	-0.93484	-0.24837
0.0083333	9.7917	-0.15102	7.5459
0.0083333	10.125	0.66838	7.2915
0.0083333	10.458	0.63797	6.7844
0.0083333	10.792	0.59723	6.6694
0.0083333	11.125	0.21773	7.0856
