x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	0.15223	1.2585
-0.99167	10.125	-0.034894	1.9797
-0.99167	10.458	-0.44018	3.1165
-0.99167	10.792	-0.88771	3.6811
-0.99167	11.125	-1.0315	2.8321
-0.99167	11.458	-0.36916	2.852
-0.99167	11.792	0.41877	2.6941
-0.99167	12.125	1.1818	2.2113
-0.99167	12.458	1.6317	2.2143
-0.99167	12.792	1.8225	2.705
-0.99167	13.125	1.6202	3.1224
-0.99167	13.458	0.88819	3.0707
-0.99167	13.792	0.49515	3.5829
-0.99167	14.125	0.16884	4.2346
-0.99167	14.458	-0.44874	4.5645
-0.99167	14.792	-0.83299	4.9187
-0.99167	15.125	-0.92648	5.2442
-0.99167	15.458	-0.77229	5.2723
-0.99167	15.792	-0.80742	5.5177
-0.99167	16.125	-0.82721	5.5376
-0.99167	16.458	-0.73934	5.6479
-0.99167	16.792	-0.57617	5.7285
-0.99167	17.125	-0.41627	5.8137
-0.99167	17.458	-0.24675	5.9978
-0.99167	17.792	-0.018827	6.0536
-0.99167	18.125	-0.16606	5.9169
-0.99167	18.458	-0.43984	5.7037
-0.99167	18.792	-0.61288	5.6287
-0.99167	19.125	-0.74725	5.5475
-0.99167	19.458	-0.81948	5.6691
-0.99167	19.792	-0.73707	5.6438
-0.99167	20.125	-0.53509	5.3396
-0.99167	20.458	-0.61754	5.0926
-0.99167	20.792	-0.81057	4.9258
-0.99167	21.125	-0.64023	4.5837
-0.99167	21.458	-0.12977	4.0503
-0.99167	21.792	0.29827	3.6931
-0.99167	22.125	0.55347	3.5182
-0.99167	22.458	0.85993	3.2937
-0.99167	22.792	1.2769	2.9625
-0.99167	23.125	1.2851	2.7087
-0.99167	23.458	1.1227	2.6439
-0.99167	23.792	1.0627	2.6665
-0.99167	24.125	0.90548	2.7341
-0.99167	24.458	0.46492	3.0133
-0.99167	24.792	0.045511	3.3097
-0.99167	25.125	-0.44655	3.5636
-0.99167	25.458	-0.87905	3.7014
-0.99167	25.792	-1.2834	3.7703
-0.99167	26.125	-1.5447	3.7958
-0.99167	26.458	-1.717	3.7679
-0.99167	26.792	-1.5163	3.6244
-0.99167	27.125	-1.2625	3.2899
-0.99167	27.458	-1.2195	2.6472
-0.99167	27.792	-1.2082	2.0188
-0.99167	28.125	-1.1941	1.3353
-0.99167	28.458	-1.4054	0.82575
-0.99167	28.792	-1.5442	0.25453
-0.99167	29.125	-1.3894	-0.37132
-0.99167	29.458	-0.55815	-0.53684
-0.65833	9.7917	0.62423	2.2649
-0.65833	10.125	0.23121	3.0301
-0.65833	10.458	-0.60007	4.6324
-0.65833	10.792	-0.79526	5.6301
-0.65833	11.125	-0.5355	5.0124
-0.65833	11.458	0.085722	4.3185
-0.65833	11.792	0.70461	4.2104
-0.65833	12.125	1.2727	3.7971
-0.65833	12.458	1.5603	3.8936
-0.65833	12.792	1.561	4.4592
-0.65833	13.125	1.3926	4.9065
-0.65833	13.458	0.65961	5.0289
-0.65833	13.792	0.40801	5.421
-0.65833	14.125	-0.013316	6.0507
-0.65833	14.458	-0.66527	6.2957
-0.65833	14.792	-1.0377	6.4875
-0.65833	15.125	-0.96274	6.7116
-0.65833	15.458	-0.8245	6.5676
-0.65833	15.792	-0.78527	6.4281
-0.65833	16.125	-0.77745	6.4209
-0.65833	16.458	-0.70791	6.4163
-0.65833	16.792	-0.57681	6.4535
-0.65833	17.125	-0.39688	6.3026
-0.65833	17.458	-0.081574	6.3434
-0.65833	17.792	0.13775	6.4801
-0.65833	18.125	-0.10832	6.3676
-0.65833	18.458	-0.25415	6.1507
-0.65833	18.792	-0.38443	6.1489
-0.65833	19.125	-0.53428	6.2326
-0.65833	19.458	-0.59052	6.4157
-0.65833	19.792	-0.59148	6.3567
-0.65833	20.125	-0.39735	6.0617
-0.65833	20.458	-0.4579	5.7661
-0.65833	20.792	-0.58348	5.5139
-0.65833	21.125	-0.43492	5.226
-0.65833	21.458	0.056841	4.8661
-0.65833	21.792	0.48911	4.5587
-0.65833	22.125	0.81485	4.2327
-0.65833	22.458	1.1833	3.8384
-0.65833	22.792	1.5853	3.4597
-0.65833	23.125	1.4512	3.2977
-0.65833	23.458	1.1496	3.3206
-0.65833	23.792	0.9421	3.2284
-0.65833	24.125	0.65441	3.2342
-0.65833	24.458	0.36772	3.3922
-0.65833	24.792	-0.029521	3.6175
-0.65833	25.125	-0.52776	3.8338
-0.65833	25.458	-0.91911	3.9809
