x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-0.93541	1.3418
-0.99167	10.125	0.58425	1.9833
-0.99167	10.458	1.3687	3.1634
-0.99167	10.792	1.8902	3.6064
-0.99167	11.125	1.0229	4.164
-0.99167	11.458	-0.027163	4.4534
-0.99167	11.792	-0.25954	4.7599
-0.99167	12.125	-0.11559	5.1839
-0.99167	12.458	-0.076956	5.2075
-0.99167	12.792	-0.077925	5.0499
-0.99167	13.125	-0.046364	5.5187
-0.99167	13.458	-0.42208	5.9737
-0.99167	13.792	-0.54244	6.226
-0.99167	14.125	-0.36269	6.0218
-0.99167	14.458	-0.40946	6.1779
-0.99167	14.792	-0.59479	5.8348
-0.99167	15.125	-0.72036	5.4179
-0.99167	15.458	-0.89	5.1779
-0.99167	15.792	-1.1332	5.0012
-0.99167	16.125	-1.2526	4.8636
-0.99167	16.458	-1.1935	4.3483
-0.99167	16.792	-1.0654	4.233
-0.99167	17.125	-0.93851	4.0402
-0.99167	17.458	-0.44699	3.9055
-0.99167	17.792	0.076231	3.8949
-0.99167	18.125	0.24343	3.7502
-0.99167	18.458	0.15652	3.8447
-0.99167	18.792	0.36478	3.8392
-0.99167	19.125	0.62123	3.9004
-0.99167	19.458	0.87675	3.8847
-0.99167	19.792	0.94123	4.2051
-0.99167	20.125	1.1808	4.4332
-0.99167	20.458	1.0379	4.5697
-0.99167	20.792	0.62015	4.9516
-0.99167	21.125	0.31213	5.4184
-0.99167	21.458	-0.13512	5.7665
-0.99167	21.792	-0.48734	6.222
-0.99167	22.125	-0.72773	6.5798
-0.99167	22.458	-0.60599	6.6539
-0.99167	22.792	-0.48382	6.2308
-0.99167	23.125	-0.50515	5.6834
-0.99167	23.458	-0.58147	5.3649
-0.99167	23.792	-0.38622	4.9017
-0.99167	24.125	-0.26552	4.3401
-0.99167	24.458	-0.28616	3.7623
-0.99167	24.792	-0.31957	3.3884
-0.99167	25.125	-0.39843	3.0001
-0.99167	25.458	-0.63661	2.7167
-0.99167	25.792	-0.72404	2.3274
-0.99167	26.125	-0.76674	2.0042
-0.99167	26.458	-0.77823	1.9213
-0.99167	26.792	-0.79964	1.9652
-0.99167	27.125	-0.76847	1.5912
-0.99167	27.458	-0.85011	1.2303
-0.99167	27.792	-1.2511	1.2548
-0.99167	28.125	-1.7355	1.4007
-0.99167	28.458	-1.9687	1.3246
-0.99167	28.792	-2.0128	1.2557
-0.99167	29.125	-1.7811	0.44029
