x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	0.34046	3.1357
-0.99167	10.125	0.61677	3.5809
-0.99167	10.458	0.89272	3.9588
-0.99167	10.792	1.382	4.5585
-0.99167	11.125	2.1243	4.817
-0.99167	11.458	2.2667	5.0116
-0.99167	11.792	1.468	5.3038
-0.99167	12.125	0.83433	4.9977
-0.99167	12.458	0.15601	4.5449
-0.99167	12.792	-0.55175	4.6344
-0.99167	13.125	-0.91724	4.3738
-0.99167	13.458	-1.4347	4.1502
-0.99167	13.792	-1.7912	4.4314
-0.99167	14.125	-1.7023	4.7194
-0.99167	14.458	-1.5937	4.7741
-0.99167	14.792	-1.4059	4.5077
-0.99167	15.125	-0.91801	4.3393
-0.99167	15.458	-0.37375	4.1071
-0.99167	15.792	-0.054651	3.8158
-0.99167	16.125	0.042929	3.6799
-0.99167	16.458	0.15194	3.5593
-0.99167	16.792	0.035963	3.483
-0.99167	17.125	0.24689	3.4636
-0.99167	17.458	0.54187	3.3278
-0.99167	17.792	0.80249	3.3065
-0.99167	18.125	1.1237	3.2715
-0.99167	18.458	1.5756	3.3802
-0.99167	18.792	1.8616	3.3951
-0.99167	19.125	1.9489	3.3827
-0.99167	19.458	1.9676	3.3243
-0.99167	19.792	1.7928	3.5812
-0.99167	20.125	1.2343	3.7062
-0.99167	20.458	0.37903	4.2501
-0.99167	20.792	-0.77066	4.5873
-0.99167	21.125	-1.4772	5.1377
-0.99167	21.458	-1.7036	5.6898
-0.99167	21.792	-1.7219	5.7749
-0.99167	22.125	-1.8317	5.8295
-0.99167	22.458	-1.4873	5.7522
-0.99167	22.792	-1.2596	5.6562
-0.99167	23.125	-1.3026	5.7556
-0.99167	23.458	-1.0547	5.8136
-0.99167	23.792	-0.89151	5.8682
-0.99167	24.125	-0.9547	5.7625
-0.99167	24.458	-1.0521	5.6918
-0.99167	24.792	-1.1257	5.5771
-0.99167	25.125	-1.0668	5.1128
-0.99167	25.458	-1.1678	4.8562
-0.99167	25.792	-1.1829	4.3615
-0.99167	26.125	-1.1014	3.928
-0.99167	26.458	-0.98545	3.6423
-0.99167	26.792	-0.99454	3.362
-0.99167	27.125	-0.91519	2.9426
-0.99167	27.458	-0.78594	2.5858
-0.99167	27.792	-0.88391	2.5547
-0.99167	28.125	-0.95235	2.6456
-0.99167	28.458	-0.88507	2.678
