x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-0.21836	4.8895
-0.99167	10.125	-1.3142	6.4949
-0.99167	10.458	-1.9167	6.3706
-0.99167	10.792	-2.381	6.2505
-0.99167	11.125	-2.4914	5.258
-0.99167	11.458	-2.1862	5.3187
-0.99167	11.792	-1.8694	4.8239
-0.99167	12.125	-1.3365	4.2264
-0.99167	12.458	-0.8963	3.9988
-0.99167	12.792	-0.41468	3.8838
-0.99167	13.125	-0.26669	3.8003
-0.99167	13.458	-0.42654	3.6974
-0.99167	13.792	-0.33582	3.6833
-0.99167	14.125	-0.29442	3.6959
-0.99167	14.458	-0.36531	3.8221
-0.99167	14.792	-0.039732	3.6363
-0.99167	15.125	0.36235	3.4676
-0.99167	15.458	0.70326	3.3714
-0.99167	15.792	0.81179	3.5792
-0.99167	16.125	0.93922	3.7305
-0.99167	16.458	0.92861	3.9124
-0.99167	16.792	0.75615	4.1248
-0.99167	17.125	0.71221	4.5512
-0.99167	17.458	0.56229	4.5779
-0.99167	17.792	0.20271	4.8391
-0.99167	18.125	-0.24876	5.2485
-0.99167	18.458	-0.66191	5.6945
-0.99167	18.792	-1.0698	5.923
-0.99167	19.125	-1.2378	5.9162
-0.99167	19.458	-1.1371	5.8952
-0.99167	19.792	-0.96576	5.5198
-0.99167	20.125	-0.73227	5.1578
-0.99167	20.458	-0.68037	4.8122
-0.99167	20.792	-0.59989	4.2677
-0.99167	21.125	-0.48725	3.8372
-0.99167	21.458	-0.22898	3.4449
-0.99167	21.792	-0.073723	3.1289
-0.99167	22.125	0.089351	2.7963
-0.99167	22.458	0.21112	2.4638
-0.99167	22.792	0.47641	2.4777
-0.99167	23.125	0.44589	2.5325
-0.99167	23.458	0.50139	2.5976
-0.99167	23.792	0.43318	2.6656
-0.99167	24.125	0.17028	2.7432
-0.99167	24.458	-0.16521	3.0886
-0.99167	24.792	-0.3151	3.2259
-0.99167	25.125	-0.51834	3.2749
-0.99167	25.458	-0.74873	3.345
-0.99167	25.792	-0.76952	3.4536
-0.99167	26.125	-0.82947	3.6643
-0.99167	26.458	-0.772	3.8519
-0.99167	26.792	-0.77233	3.8752
-0.99167	27.125	-0.75179	3.706
-0.99167	27.458	-0.87861	3.4857
-0.99167	27.792	-1.0698	2.9958
-0.99167	28.125	-1.0505	2.3451
-0.99167	28.458	-1.0832	1.8963
-0.99167	28.792	-0.96534	1.4251
-0.99167	29.125	-0.64193	0.3987
-0.99167	29.458	-0.12459	-0.33852
