x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-3.1122	1.2322
-0.99167	10.125	-1.8032	1.9457
-0.99167	10.458	0.32231	2.7178
-0.99167	10.792	0.87587	4.1398
-0.99167	11.125	0.76983	4.6582
-0.99167	11.458	0.69257	4.7424
-0.99167	11.792	0.15033	5.3285
-0.99167	12.125	-0.28731	5.075
-0.99167	12.458	-0.63706	4.7461
-0.99167	12.792	-1.2439	4.6721
-0.99167	13.125	-1.8942	4.6605
-0.99167	13.458	-2.2331	4.586
-0.99167	13.792	-2.1087	4.2795
-0.99167	14.125	-1.7309	3.812
-0.99167	14.458	-1.2039	3.9518
-0.99167	14.792	-0.35939	3.5836
-0.99167	15.125	0.49009	3.2512
-0.99167	15.458	1.1044	3.2298
-0.99167	15.792	1.3609	3.2199
-0.99167	16.125	1.4495	3.4965
-0.99167	16.458	1.3112	3.6416
-0.99167	16.792	0.83802	3.9391
-0.99167	17.125	0.58869	4.1129
-0.99167	17.458	0.16322	4.1745
-0.99167	17.792	-0.2371	4.1125
-0.99167	18.125	-0.79136	3.9587
-0.99167	18.458	-1.0178	3.7662
-0.99167	18.792	-0.7607	3.3363
-0.99167	19.125	-0.4073	2.8475
-0.99167	19.458	0.25678	2.6404
-0.99167	19.792	0.6031	2.6537
-0.99167	20.125	0.86192	2.7112
-0.99167	20.458	0.97224	2.7106
-0.99167	20.792	0.95297	2.8859
-0.99167	21.125	0.82544	3.3283
-0.99167	21.458	0.54932	3.742
-0.99167	21.792	0.17102	3.8721
-0.99167	22.125	-0.27583	3.809
-0.99167	22.458	-0.47362	3.8144
-0.99167	22.792	-0.44922	3.8945
-0.99167	23.125	-0.4997	3.906
-0.99167	23.458	-0.57663	3.7455
-0.99167	23.792	-0.60759	3.6814
-0.99167	24.125	-0.64446	3.7217
-0.99167	24.458	-0.57523	3.771
-0.99167	24.792	-0.76676	3.74
-0.99167	25.125	-1.1551	3.2346
-0.99167	25.458	-1.7517	2.5644
-0.99167	25.792	-2.1824	2.1776
-0.99167	26.125	-2.6005	1.7102
-0.99167	26.458	-2.7214	1.008
-0.99167	26.792	-2.5386	0.54183
-0.99167	27.125	-1.9805	0.22972
-0.99167	27.458	-1.2945	0.024424
-0.99167	27.792	-1.1303	0.11532
-0.99167	28.125	-0.98721	0.24042
-0.99167	28.458	-1.0331	0.15775
-0.99167	28.792	-1.478	0.31727
-0.99167	29.125	-1.4243	0.2517
-0.99167	29.458	-0.98483	-0.3139
-0.65833	9.7917	-1.4799	3.8536
-0.65833	10.125	-1.1787	4.0431
-0.65833	10.458	0.61362	3.4503
-0.65833	10.792	1.2399	4.1278
-0.65833	11.125	0.79797	5.1863
-0.65833	11.458	0.54004	5.8552
-0.65833	11.792	0.054876	6.5715
-0.65833	12.125	-0.30801	6.3001
-0.65833	12.458	-0.65735	5.7282
-0.65833	12.792	-1.1668	5.5996
-0.65833	13.125	-1.6372	5.8431
-0.65833	13.458	-1.9257	5.7825
-0.65833	13.792	-1.8112	5.6973
-0.65833	14.125	-1.4419	5.275
-0.65833	14.458	-0.89426	4.8893
-0.65833	14.792	-0.15696	4.2727
-0.65833	15.125	0.61517	3.8921
-0.65833	15.458	1.2041	3.7571
-0.65833	15.792	1.5161	3.839
-0.65833	16.125	1.6043	4.1835
-0.65833	16.458	1.3251	4.5096
-0.65833	16.792	0.86241	4.6932
-0.65833	17.125	0.63537	4.7522
-0.65833	17.458	0.33749	4.9298
-0.65833	17.792	-0.091445	4.8172
-0.65833	18.125	-0.56251	4.5781
-0.65833	18.458	-0.61977	4.1893
-0.65833	18.792	-0.58638	3.8397
-0.65833	19.125	-0.30642	3.4338
-0.65833	19.458	0.23916	3.2393
-0.65833	19.792	0.45414	3.3041
-0.65833	20.125	0.71124	3.4496
-0.65833	20.458	0.81365	3.5709
-0.65833	20.792	0.7358	3.9068
-0.65833	21.125	0.65945	4.2813
-0.65833	21.458	0.53977	4.557
-0.65833	21.792	0.21203	4.4732
-0.65833	22.125	-0.060647	4.1517
-0.65833	22.458	-0.10694	3.9387
-0.65833	22.792	-0.24786	3.9474
-0.65833	23.125	-0.39905	3.8486
-0.65833	23.458	-0.49491	3.6634
-0.65833	23.792	-0.50014	3.6282
-0.65833	24.125	-0.54872	3.4956
-0.65833	24.458	-0.52852	3.669
-0.65833	24.792	-0.71323	3.7812
-0.65833	25.125	-1.1056	3.4141
-0.65833	25.458	-1.618	2.8089
-0.65833	25.792	-1.9558	2.3572
-0.65833	26.125	-2.3015	1.7036
-0.65833	26.458	-2.359	0.97162
-0.65833	26.792	-2.1244	0.24594
-0.65833	27.125	-1.7817	-0.13112
-0.65833	27.458	-1.1614	-0.10334
-0.65833	27.792	-0.897	0.078107
-0.65833	28.125	-0.84504	0.25283
-0.65833	28.458	-0.862	0.096254
-0.65833	28.792	-1.3001	0.072595
-0.65833	29.125	-1.2611	0.041461
-0.65833	29.458	-0.87299	-0.3562
-0.325	9.7917	-0.75819	5.7934
-0.325	10.125	-0.36979	5.7317
-0.325	10.458	0.81015	4.9713
-0.325	10.792	1.1032	5.5369
-0.325	11.125	0.87301	6.1373
-0.325	11.458	0.51236	6.8561
-0.325	11.792	0.062554	7.2121
-0.325	12.125	-0.37957	6.7208
-0.325	12.458	-0.60804	6.1863
-0.325	12.792	-0.90402	6.0681
-0.325	13.125	-1.1482	6.3627
-0.325	13.458	-1.5107	6.5557
-0.325	13.792	-1.4279	6.4212
-0.325	14.125	-1.0615	6.0557
-0.325	14.458	-0.5876	5.4664
-0.325	14.792	0.097848	4.9359
-0.325	15.125	0.84616	4.5984
-0.325	15.458	1.3766	4.4079
-0.325	15.792	1.7458	4.3622
-0.325	16.125	1.818	4.603
-0.325	16.458	1.5351	4.9312
-0.325	16.792	1.1747	4.9424
-0.325	17.125	0.94575	4.8815
-0.325	17.458	0.66539	5.0771
-0.325	17.792	0.21247	4.9605
-0.325	18.125	-0.20139	4.5912
-0.325	18.458	-0.46684	4.4938
-0.325	18.792	-0.58324	4.314
-0.325	19.125	-0.43827	3.98
-0.325	19.458	-0.15244	4.0072
-0.325	19.792	0.012374	4.1473
-0.325	20.125	0.29034	4.2178
-0.325	20.458	0.50827	4.2271
-0.325	20.792	0.34523	4.6409
-0.325	21.125	0.42333	5.3646
-0.325	21.458	0.41833	5.5547
-0.325	21.792	0.36781	5.191
-0.325	22.125	0.31109	4.7809
-0.325	22.458	0.45206	4.4937
-0.325	22.792	0.11474	4.3121
-0.325	23.125	-0.27984	4.0985
-0.325	23.458	-0.44388	3.8539
-0.325	23.792	-0.44332	3.6474
-0.325	24.125	-0.58153	3.5174
-0.325	24.458	-0.58178	3.6838
-0.325	24.792	-0.71952	3.9797
-0.325	25.125	-1.0654	3.7512
-0.325	25.458	-1.449	3.2898
-0.325	25.792	-1.6551	2.6441
-0.325	26.125	-1.8822	1.9719
-0.325	26.458	-1.9393	1.3269
-0.325	26.792	-1.7549	0.4852
-0.325	27.125	-1.4554	-0.044705
-0.325	27.458	-1.0148	-0.081192
-0.325	27.792	-0.58748	-0.038065
-0.325	28.125	-0.54882	-0.018577
-0.325	28.458	-0.89221	-0.21742
-0.325	28.792	-1.2226	-0.39916
-0.325	29.125	-1.0729	-0.51134
-0.325	29.458	-0.63604	-0.5045
0.0083333	9.7917	-0.21866	6.6058
0.0083333	10.125	-0.0566	6.3113
0.0083333	10.458	1.0789	5.896
0.0083333	10.792	1.3056	6.55
0.0083333	11.125	0.98234	7.3364
0.0083333	11.458	0.53887	7.6594
0.0083333	11.792	0.08783	7.3845
0.0083333	12.125	-0.25922	7.085
0.0083333	12.458	-0.61211	6.7759
0.0083333	12.792	-0.87536	6.5781
0.0083333	13.125	-0.87963	6.6493
