x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	2.1061	3.6854
-0.99167	10.125	0.67856	2.9839
-0.99167	10.458	-1.1918	1.955
-0.99167	10.792	-2.3362	2.335
-0.99167	11.125	-2.1185	3.7672
-0.99167	11.458	-1.2004	4.6629
-0.99167	11.792	-0.55178	4.8758
-0.99167	12.125	-0.20486	4.2927
-0.99167	12.458	0.0026732	3.8881
-0.99167	12.792	0.40399	3.922
-0.99167	13.125	0.68665	3.8857
-0.99167	13.458	0.97626	3.934
-0.99167	13.792	1.317	4.2539
-0.99167	14.125	1.3643	4.6567
-0.99167	14.458	1.1004	4.9911
-0.99167	14.792	0.88216	5.0768
-0.99167	15.125	0.81788	5.0873
-0.99167	15.458	0.71352	4.8506
-0.99167	15.792	0.097972	4.8205
-0.99167	16.125	-0.48123	4.6493
-0.99167	16.458	-0.89962	4.3384
-0.99167	16.792	-1.3706	4.2399
-0.99167	17.125	-1.9207	4.2342
-0.99167	17.458	-2.0004	3.886
-0.99167	17.792	-1.8886	3.7545
-0.99167	18.125	-1.895	3.6513
-0.99167	18.458	-1.7798	3.4702
-0.99167	18.792	-1.3753	3.4083
-0.99167	19.125	-0.78146	3.3322
-0.99167	19.458	-0.29154	3.2685
-0.99167	19.792	0.088688	3.1619
-0.99167	20.125	0.65205	3.1331
-0.99167	20.458	0.88032	3.2633
-0.99167	20.792	0.90298	3.4251
-0.99167	21.125	0.91961	3.2575
-0.99167	21.458	1.0786	2.9073
-0.99167	21.792	1.5796	2.868
-0.99167	22.125	1.9135	2.8499
-0.99167	22.458	2.4118	2.6104
-0.99167	22.792	2.7867	2.3601
-0.99167	23.125	2.7965	2.3464
-0.99167	23.458	2.6022	2.3199
-0.99167	23.792	2.2148	2.4508
-0.99167	24.125	1.6571	2.5599
-0.99167	24.458	0.76819	2.58
-0.99167	24.792	-0.21212	3.0384
-0.99167	25.125	-1.1533	3.3832
-0.99167	25.458	-2.0639	3.7173
-0.99167	25.792	-2.9097	3.7817
-0.99167	26.125	-3.4638	3.7254
-0.99167	26.458	-3.9356	3.6876
-0.99167	26.792	-3.8369	3.7503
-0.99167	27.125	-3.4174	3.7337
-0.99167	27.458	-3.0012	3.332
-0.99167	27.792	-2.543	2.7648
-0.99167	28.125	-2.1462	2.4368
-0.99167	28.458	-1.6518	1.875
-0.99167	28.792	-1.4252	1.9014
-0.99167	29.125	-0.92918	0.96117
-0.99167	29.458	-0.62965	-0.2192
-0.65833	9.7917	-0.34385	5.685
-0.65833	10.125	-0.86702	5.1343
-0.65833	10.458	-1.8069	3.792
-0.65833	10.792	-2.3451	3.746
-0.65833	11.125	-1.7481	5.3266
-0.65833	11.458	-1.078	5.9841
-0.65833	11.792	-0.3662	5.9367
-0.65833	12.125	-0.018001	5.0515
-0.65833	12.458	0.24532	4.2579
-0.65833	12.792	0.23473	4.2103
-0.65833	13.125	0.66875	4.2822
-0.65833	13.458	1.033	4.4106
-0.65833	13.792	1.1671	4.9442
-0.65833	14.125	1.1494	5.8029
-0.65833	14.458	0.94237	6.1817
-0.65833	14.792	0.82857	6.4107
-0.65833	15.125	0.81568	6.4492
-0.65833	15.458	0.766	6.2753
-0.65833	15.792	0.24221	6.1974
-0.65833	16.125	-0.34153	5.9832
-0.65833	16.458	-0.73665	5.6654
-0.65833	16.792	-1.1398	5.553
-0.65833	17.125	-1.5563	5.4801
-0.65833	17.458	-1.5563	5.0076
-0.65833	17.792	-1.4465	4.606
-0.65833	18.125	-1.4944	4.3194
-0.65833	18.458	-1.5316	4.2062
-0.65833	18.792	-1.2057	4.097
-0.65833	19.125	-0.66357	3.9701
-0.65833	19.458	-0.27935	3.9206
-0.65833	19.792	0.060392	3.8504
-0.65833	20.125	0.64645	3.8068
-0.65833	20.458	0.84132	3.7411
-0.65833	20.792	0.85362	3.8326
-0.65833	21.125	0.90602	3.7907
-0.65833	21.458	1.0206	3.4894
-0.65833	21.792	1.3882	3.3456
-0.65833	22.125	1.7729	3.2559
-0.65833	22.458	2.3289	3.0723
-0.65833	22.792	2.8129	2.9333
-0.65833	23.125	2.7604	2.9518
-0.65833	23.458	2.4916	3.1185
-0.65833	23.792	2.019	3.4458
-0.65833	24.125	1.3173	3.7314
-0.65833	24.458	0.33748	3.9772
-0.65833	24.792	-0.50808	4.1101
-0.65833	25.125	-1.3333	4.3563
-0.65833	25.458	-2.1658	4.5873
-0.65833	25.792	-3.0228	4.6243
-0.65833	26.125	-3.6404	4.5806
-0.65833	26.458	-3.9101	4.3692
-0.65833	26.792	-3.6842	4.3467
-0.65833	27.125	-3.0113	4.3699
-0.65833	27.458	-2.5506	3.7951
-0.65833	27.792	-2.185	2.8921
-0.65833	28.125	-1.7019	2.1887
-0.65833	28.458	-1.1388	1.6942
-0.65833	28.792	-0.77228	1.8881
-0.65833	29.125	-0.62207	1.034
-0.65833	29.458	-0.71611	-0.18747
-0.325	9.7917	-1.2074	6.1974
-0.325	10.125	-1.8736	6.4249
-0.325	10.458	-1.7939	5.2462
-0.325	10.792	-1.6214	4.7298
-0.325	11.125	-1.0076	5.361
-0.325	11.458	-0.58828	5.4483
-0.325	11.792	-0.44108	5.4759
-0.325	12.125	0.044955	4.9951
-0.325	12.458	0.19718	4.5992
-0.325	12.792	0.2803	4.5689
-0.325	13.125	0.56004	4.9097
-0.325	13.458	0.84128	5.048
-0.325	13.792	0.84402	5.5123
-0.325	14.125	0.79519	6.3484
-0.325	14.458	0.67416	6.8889
-0.325	14.792	0.65823	7.2638
-0.325	15.125	0.5786	7.4962
-0.325	15.458	0.50775	7.5524
-0.325	15.792	0.22338	7.4133
-0.325	16.125	-0.25393	7.2983
-0.325	16.458	-0.61087	6.833
-0.325	16.792	-0.92438	6.6152
-0.325	17.125	-1.2326	6.2824
-0.325	17.458	-1.1882	5.6636
-0.325	17.792	-1.0154	5.2335
-0.325	18.125	-1.0509	4.9912
-0.325	18.458	-1.1558	4.7682
-0.325	18.792	-0.93854	4.6563
-0.325	19.125	-0.60044	4.5542
-0.325	19.458	-0.19614	4.5193
-0.325	19.792	0.14152	4.3252
-0.325	20.125	0.50551	4.2159
-0.325	20.458	0.60072	4.1511
-0.325	20.792	0.61162	4.0695
-0.325	21.125	0.80515	4.1627
-0.325	21.458	1.0154	3.9428
-0.325	21.792	1.2671	3.7326
-0.325	22.125	1.6942	3.5867
-0.325	22.458	2.3425	3.5029
-0.325	22.792	2.6777	3.6348
-0.325	23.125	2.4549	3.645
-0.325	23.458	2.0702	4.0023
-0.325	23.792	1.5797	4.3363
-0.325	24.125	0.85603	4.6579
-0.325	24.458	-0.040533	5.012
-0.325	24.792	-0.77111	5.0934
-0.325	25.125	-1.5266	5.3781
-0.325	25.458	-2.4872	5.4176
-0.325	25.792	-3.3704	5.3969
-0.325	26.125	-3.7988	5.4261
