x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-1.339	5.2343
-0.99167	10.125	-2.4924	4.096
-0.99167	10.458	-2.8833	3.9401
-0.99167	10.792	-2.3169	4.7521
-0.99167	11.125	-1.036	5.0527
-0.99167	11.458	-0.41199	4.8856
-0.99167	11.792	-0.049065	4.5542
-0.99167	12.125	0.040235	4.6228
-0.99167	12.458	0.33525	4.7633
-0.99167	12.792	0.8652	4.6473
-0.99167	13.125	1.2592	4.6596
-0.99167	13.458	1.2527	4.7051
-0.99167	13.792	0.98394	4.8226
-0.99167	14.125	0.6618	4.4968
-0.99167	14.458	0.22677	4.4139
-0.99167	14.792	-0.21103	4.4225
-0.99167	15.125	-0.73794	4.6626
-0.99167	15.458	-1.2154	4.7331
-0.99167	15.792	-1.8506	4.7704
-0.99167	16.125	-2.2435	4.8291
-0.99167	16.458	-2.3295	4.9183
-0.99167	16.792	-2.3456	4.9582
-0.99167	17.125	-2.0097	4.8285
-0.99167	17.458	-1.6897	4.8298
-0.99167	17.792	-1.1396	4.8081
-0.99167	18.125	-0.77694	4.4645
-0.99167	18.458	-0.6935	4.0484
-0.99167	18.792	-0.50235	3.7555
-0.99167	19.125	-0.0081993	3.6595
-0.99167	19.458	0.44806	3.5359
-0.99167	19.792	0.52663	3.2805
-0.99167	20.125	0.72049	3.119
-0.99167	20.458	0.79729	3.1565
-0.99167	20.792	0.93803	3.2437
-0.99167	21.125	1.0809	3.0529
-0.99167	21.458	1.4099	2.8444
-0.99167	21.792	1.7448	2.3838
-0.99167	22.125	1.8917	1.8839
-0.99167	22.458	1.7578	1.7407
-0.99167	22.792	1.3314	1.6796
-0.99167	23.125	0.7529	1.8484
-0.99167	23.458	0.076611	2.0617
-0.99167	23.792	-0.62964	2.0856
-0.99167	24.125	-1.0506	2.4009
-0.99167	24.458	-1.3518	2.518
-0.99167	24.792	-1.5284	3.0691
-0.99167	25.125	-1.5943	3.5615
-0.99167	25.458	-1.6032	3.8154
-0.99167	25.792	-1.3645	4.3812
-0.99167	26.125	-1.3742	4.8109
-0.99167	26.458	-1.5813	5.0584
-0.99167	26.792	-1.5596	5.3869
-0.99167	27.125	-1.4031	4.8768
-0.99167	27.458	-1.4393	4.1343
-0.99167	27.792	-1.6053	3.3765
-0.99167	28.125	-1.7288	2.2077
-0.99167	28.458	-1.775	1.2717
-0.99167	28.792	-1.8898	0.984
-0.99167	29.125	-1.3988	0.53216
-0.99167	29.458	-0.37276	-0.27477
-0.65833	9.7917	-2.0769	5.4829
-0.65833	10.125	-2.7984	4.2082
-0.65833	10.458	-2.6295	3.8558
-0.65833	10.792	-1.573	4.95
-0.65833	11.125	-0.59204	5.4063
-0.65833	11.458	-0.33686	5.7272
-0.65833	11.792	-0.091706	5.8229
-0.65833	12.125	0.0093423	6.0096
-0.65833	12.458	0.17456	5.9821
-0.65833	12.792	0.60634	5.5296
-0.65833	13.125	0.80516	5.6258
-0.65833	13.458	0.76499	5.8385
-0.65833	13.792	0.82605	6.0412
-0.65833	14.125	0.5433	5.8351
-0.65833	14.458	0.19624	5.6518
-0.65833	14.792	-0.20701	5.6658
-0.65833	15.125	-0.56588	5.7205
-0.65833	15.458	-0.96696	5.6236
-0.65833	15.792	-1.6736	5.5171
