x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	1.5318	3.7295
-0.99167	10.125	0.62785	3.2002
-0.99167	10.458	-0.18264	2.9544
-0.99167	10.792	-0.45067	1.3817
-0.99167	11.125	-0.23841	0.84661
-0.99167	11.458	-0.03961	2.5247
-0.99167	11.792	0.13061	3.6899
-0.99167	12.125	-0.5024	4.8225
-0.99167	12.458	-0.67165	4.4914
-0.99167	12.792	-0.70982	3.5156
-0.99167	13.125	-0.4811	3.2477
-0.99167	13.458	-0.32852	3.1911
-0.99167	13.792	-0.1092	3.3077
-0.99167	14.125	0.13494	3.1205
-0.99167	14.458	0.25573	2.855
-0.99167	14.792	0.13189	2.9225
-0.99167	15.125	0.043805	2.9507
-0.99167	15.458	0.13459	2.8766
-0.99167	15.792	0.18074	2.7306
-0.99167	16.125	0.0055234	2.502
-0.99167	16.458	-0.06409	2.5115
-0.99167	16.792	-0.024101	2.6971
-0.99167	17.125	-0.038979	3.3542
-0.99167	17.458	0.29474	3.6932
-0.99167	17.792	0.64175	4.1394
-0.99167	18.125	0.69484	4.4908
-0.99167	18.458	0.54999	5.2946
-0.99167	18.792	0.23085	5.7023
-0.99167	19.125	0.073098	5.9796
-0.99167	19.458	-0.045352	5.8528
-0.99167	19.792	-0.013753	5.7772
-0.99167	20.125	0.041823	5.3163
-0.99167	20.458	-0.11198	4.9736
-0.99167	20.792	-0.2872	4.6988
-0.99167	21.125	-0.25095	4.4436
-0.99167	21.458	-0.13744	4.3065
-0.99167	21.792	0.085442	3.8183
-0.99167	22.125	0.1687	3.138
-0.99167	22.458	0.018089	2.8496
-0.99167	22.792	-0.40703	3.0063
-0.99167	23.125	-0.8387	3.258
-0.99167	23.458	-1.1219	3.6016
-0.99167	23.792	-1.1428	3.6879
-0.99167	24.125	-1.0057	3.6424
-0.99167	24.458	-0.79362	3.5985
-0.99167	24.792	-0.57731	3.5545
-0.99167	25.125	-0.40464	3.3511
-0.99167	25.458	-0.38765	3.269
-0.99167	25.792	-0.18756	3.1253
-0.99167	26.125	-0.25415	3.1448
-0.99167	26.458	-0.55299	3.159
-0.99167	26.792	-0.94498	3.2969
-0.99167	27.125	-0.99951	3.3326
-0.99167	27.458	-1.2415	3.1976
-0.99167	27.792	-1.61	3.2972
-0.99167	28.125	-1.8155	3.1035
-0.99167	28.458	-1.8124	2.5292
-0.99167	28.792	-1.587	2.136
-0.99167	29.125	-1.367	1.1577
-0.99167	29.458	-0.73325	-0.13887
-0.65833	9.7917	1.1535	5.8704
-0.65833	10.125	0.56717	4.9771
-0.65833	10.458	-0.034345	4.1005
-0.65833	10.792	-0.2255	2.6869
-0.65833	11.125	-0.05052	2.6064
-0.65833	11.458	-0.023893	3.8069
-0.65833	11.792	-0.20324	5.1975
-0.65833	12.125	-0.5546	6.0283
-0.65833	12.458	-0.69809	5.8771
-0.65833	12.792	-0.55172	5.4804
-0.65833	13.125	-0.19214	5.187
-0.65833	13.458	-0.12514	4.7804
-0.65833	13.792	0.11731	4.471
-0.65833	14.125	0.24587	4.0897
-0.65833	14.458	0.32163	3.7608
-0.65833	14.792	0.24616	3.7231
-0.65833	15.125	0.17149	3.9384
-0.65833	15.458	0.033437	3.8726
-0.65833	15.792	-0.091648	3.6933
-0.65833	16.125	-0.28763	3.4871
-0.65833	16.458	-0.33572	3.4703
-0.65833	16.792	-0.4678	4.0037
-0.65833	17.125	-0.70505	4.6665
-0.65833	17.458	-0.57789	5.1019
-0.65833	17.792	-0.22579	5.5599
-0.65833	18.125	0.12886	5.935
-0.65833	18.458	-0.20411	6.7572
-0.65833	18.792	-0.53705	7.2648
-0.65833	19.125	-0.46405	7.5033
-0.65833	19.458	-0.38182	7.5484
-0.65833	19.792	-0.1106	7.3649
-0.65833	20.125	0.10563	6.8948
-0.65833	20.458	-0.012274	6.4379
-0.65833	20.792	-0.068157	5.7084
-0.65833	21.125	0.060444	5.1896
-0.65833	21.458	0.15736	4.7392
-0.65833	21.792	0.30675	4.2844
-0.65833	22.125	0.24781	3.7582
-0.65833	22.458	-0.1121	3.4385
-0.65833	22.792	-0.51607	3.4524
-0.65833	23.125	-0.91456	3.4563
-0.65833	23.458	-1.1335	3.8235
-0.65833	23.792	-1.1354	3.7129
-0.65833	24.125	-1.0137	3.6855
-0.65833	24.458	-0.85825	3.7248
-0.65833	24.792	-0.66689	3.583
-0.65833	25.125	-0.5043	3.2151
-0.65833	25.458	-0.55031	3.0448
-0.65833	25.792	-0.3605	2.9553
-0.65833	26.125	-0.37379	3.0166
-0.65833	26.458	-0.61243	2.915
-0.65833	26.792	-0.97426	3.2469
-0.65833	27.125	-0.98648	3.2311
-0.65833	27.458	-1.0513	3.261
-0.65833	27.792	-1.2178	3.626
-0.65833	28.125	-1.2817	3.5526
-0.65833	28.458	-1.214	3.2051
-0.65833	28.792	-1.1614	2.7872
