x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-1.136	4.3515
-0.99167	10.125	-0.43735	3.941
-0.99167	10.458	-0.14583	2.2929
-0.99167	10.792	-0.085041	1.6932
-0.99167	11.125	0.15791	2.6966
-0.99167	11.458	0.39533	3.618
-0.99167	11.792	0.25839	3.5264
-0.99167	12.125	-0.36048	3.9289
-0.99167	12.458	-0.85265	4.5455
-0.99167	12.792	-1.0411	4.4142
-0.99167	13.125	-0.96774	4.533
-0.99167	13.458	-0.70875	4.4333
-0.99167	13.792	-0.41062	4.2434
-0.99167	14.125	-0.085701	4.0332
-0.99167	14.458	0.45953	3.8187
-0.99167	14.792	0.82706	3.567
-0.99167	15.125	1.0304	3.6415
-0.99167	15.458	1.0243	4.0905
-0.99167	15.792	0.65753	4.4742
-0.99167	16.125	0.40798	4.6693
-0.99167	16.458	-0.0019875	5.0175
-0.99167	16.792	-0.36415	5.4051
-0.99167	17.125	-1.0117	5.4863
-0.99167	17.458	-1.4777	5.4574
-0.99167	17.792	-1.6099	5.3051
-0.99167	18.125	-1.7682	5.2761
-0.99167	18.458	-1.8071	5.2074
-0.99167	18.792	-1.6758	4.9084
-0.99167	19.125	-1.2774	4.4384
-0.99167	19.458	-0.8486	4.1001
-0.99167	19.792	-0.35875	3.8414
-0.99167	20.125	0.15206	3.2484
-0.99167	20.458	0.68482	2.8613
-0.99167	20.792	0.87236	2.3602
-0.99167	21.125	1.0676	2.051
-0.99167	21.458	1.179	1.8347
-0.99167	21.792	1.3896	1.8467
-0.99167	22.125	1.2534	2.0995
-0.99167	22.458	0.86207	2.4061
-0.99167	22.792	0.47405	2.8617
-0.99167	23.125	-0.128	3.5111
-0.99167	23.458	-0.73737	4.0563
-0.99167	23.792	-1.3159	4.4466
-0.99167	24.125	-1.816	4.7881
-0.99167	24.458	-1.6914	4.7778
-0.99167	24.792	-1.3703	4.4757
-0.99167	25.125	-1.2002	4.0217
-0.99167	25.458	-1.039	3.1736
-0.99167	25.792	-1.0396	2.3454
-0.99167	26.125	-0.93411	1.7527
-0.99167	26.458	-0.7535	1.4574
-0.99167	26.792	-0.64959	1.5188
-0.99167	27.125	-0.59093	1.8731
-0.99167	27.458	-0.59831	2.4915
-0.99167	27.792	-0.87054	2.8376
