x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-4.6544	2.3565
-0.99167	10.125	-3.1938	1.1395
-0.99167	10.458	-1.3081	0.42928
-0.99167	10.792	-0.70853	1.473
-0.99167	11.125	-0.086382	2.4862
-0.99167	11.458	0.2258	2.5859
-0.99167	11.792	0.77295	2.1996
-0.99167	12.125	1.2185	1.7538
-0.99167	12.458	1.5001	2.1225
-0.99167	12.792	1.6425	2.3357
-0.99167	13.125	1.1285	2.6831
-0.99167	13.458	0.48438	3.1196
-0.99167	13.792	0.090499	3.8584
-0.99167	14.125	-0.36972	4.3489
-0.99167	14.458	-1.0408	4.592
-0.99167	14.792	-1.3262	4.6529
-0.99167	15.125	-1.2297	4.6487
-0.99167	15.458	-0.74498	4.3634
-0.99167	15.792	-0.33422	4.0613
-0.99167	16.125	0.079876	3.7225
-0.99167	16.458	0.4335	3.4029
-0.99167	16.792	0.96811	3.099
-0.99167	17.125	1.3195	3.0378
-0.99167	17.458	1.4863	3.1787
-0.99167	17.792	1.6641	3.1305
-0.99167	18.125	1.3162	2.9924
-0.99167	18.458	0.79822	2.9789
-0.99167	18.792	0.29448	3.0951
-0.99167	19.125	-0.20396	3.4004
-0.99167	19.458	-0.78582	3.609
-0.99167	19.792	-1.2038	3.8292
-0.99167	20.125	-1.4628	4.0628
-0.99167	20.458	-1.5678	4.274
-0.99167	20.792	-1.5207	4.327
-0.99167	21.125	-1.427	4.2576
-0.99167	21.458	-1.1479	4.1617
-0.99167	21.792	-0.92513	3.8603
-0.99167	22.125	-0.59028	3.4786
-0.99167	22.458	-0.12781	3.0982
-0.99167	22.792	0.011993	2.8075
-0.99167	23.125	0.071364	2.6203
-0.99167	23.458	0.0024048	2.4815
-0.99167	23.792	-0.11822	2.5286
-0.99167	24.125	-0.086906	2.5876
-0.99167	24.458	-0.23274	2.6649
-0.99167	24.792	-0.39429	2.7725
-0.99167	25.125	-0.75329	2.8824
-0.99167	25.458	-1.1219	2.8649
-0.99167	25.792	-1.1834	2.9132
-0.99167	26.125	-1.2422	2.6986
-0.99167	26.458	-1.3374	2.3008
-0.99167	26.792	-1.3467	1.9459
-0.99167	27.125	-1.237	1.5826
-0.99167	27.458	-1.3885	1.3404
-0.99167	27.792	-1.573	1.1846
-0.99167	28.125	-1.6963	0.91232
-0.99167	28.458	-1.5301	0.60292
-0.99167	28.792	-1.2607	0.33078
-0.99167	29.125	-0.68878	-0.18184
-0.99167	29.458	-0.2731	-0.39423
-0.65833	9.7917	-2.4282	4.6365
-0.65833	10.125	-1.6973	2.6825
-0.65833	10.458	-0.97811	1.8519
-0.65833	10.792	-0.3367	2.6444
-0.65833	11.125	-0.15371	3.4859
-0.65833	11.458	0.19859	3.4371
-0.65833	11.792	0.76135	2.5485
-0.65833	12.125	1.0912	2.167
-0.65833	12.458	1.3489	2.6724
-0.65833	12.792	1.3132	3.247
-0.65833	13.125	0.81476	3.8118
-0.65833	13.458	0.19047	4.0273
-0.65833	13.792	-0.1464	4.9756
-0.65833	14.125	-0.51995	5.6925
-0.65833	14.458	-1.0962	5.9798
-0.65833	14.792	-1.4737	6.1129
-0.65833	15.125	-1.3934	6.022
-0.65833	15.458	-1.0358	5.713
-0.65833	15.792	-0.52156	5.3472
-0.65833	16.125	-0.05017	5.1334
-0.65833	16.458	0.29916	4.7179
-0.65833	16.792	0.6527	4.334
-0.65833	17.125	1.1091	4.2584
-0.65833	17.458	1.3589	4.2438
-0.65833	17.792	1.6458	3.9983
-0.65833	18.125	1.4602	3.816
-0.65833	18.458	0.80845	3.7124
-0.65833	18.792	0.18813	3.7161
-0.65833	19.125	-0.23504	3.8055
-0.65833	19.458	-0.75422	4.0144
-0.65833	19.792	-1.1403	4.2649
-0.65833	20.125	-1.3439	4.3533
-0.65833	20.458	-1.3981	4.5171
-0.65833	20.792	-1.4581	4.68
-0.65833	21.125	-1.4077	4.5824
-0.65833	21.458	-1.1064	4.4652
-0.65833	21.792	-0.80151	4.2746
-0.65833	22.125	-0.46108	3.936
-0.65833	22.458	0.024083	3.5522
-0.65833	22.792	0.085189	3.3253
-0.65833	23.125	0.06751	2.9785
-0.65833	23.458	-0.034707	2.823
-0.65833	23.792	-0.1965	2.8367
-0.65833	24.125	-0.28242	2.8638
-0.65833	24.458	-0.2703	2.9
-0.65833	24.792	-0.26883	2.8972
-0.65833	25.125	-0.60517	2.9787
-0.65833	25.458	-0.96389	2.9832
-0.65833	25.792	-1.0834	2.921
-0.65833	26.125	-1.0568	2.643
-0.65833	26.458	-1.1201	2.3015
-0.65833	26.792	-1.0527	1.9246
-0.65833	27.125	-0.98622	1.4712
-0.65833	27.458	-1.1512	1.0701
-0.65833	27.792	-1.2634	0.84794
-0.65833	28.125	-1.2834	0.39995
-0.65833	28.458	-1.1139	-0.023962
-0.65833	28.792	-0.97759	-0.47159
-0.65833	29.125	-0.53888	-0.48626
-0.65833	29.458	-0.14369	-0.4276
-0.325	9.7917	-1.3289	6.3854
-0.325	10.125	-0.76506	5.3755
-0.325	10.458	-0.4392	3.8205
-0.325	10.792	-0.069111	4.0568
-0.325	11.125	0.01524	4.4382
-0.325	11.458	0.24441	4.498
-0.325	11.792	0.54692	3.7394
-0.325	12.125	0.79028	3.6234
-0.325	12.458	0.92222	4.0036
-0.325	12.792	0.95977	4.3612
-0.325	13.125	0.71601	4.9223
-0.325	13.458	0.11867	5.0579
-0.325	13.792	-0.33841	5.7912
-0.325	14.125	-0.74905	6.4237
-0.325	14.458	-1.1534	6.7676
-0.325	14.792	-1.4772	6.9046
-0.325	15.125	-1.413	6.9248
-0.325	15.458	-1.076	6.6605
-0.325	15.792	-0.67944	6.307
-0.325	16.125	-0.28141	6.3326
-0.325	16.458	0.12031	6.2597
-0.325	16.792	0.56449	5.9886
-0.325	17.125	1.0161	5.638
-0.325	17.458	1.3812	5.345
-0.325	17.792	1.5901	4.8062
-0.325	18.125	1.4791	4.6875
-0.325	18.458	0.93191	4.4896
-0.325	18.792	0.34469	4.4796
-0.325	19.125	-0.12402	4.3792
-0.325	19.458	-0.58714	4.3296
-0.325	19.792	-0.92667	4.5525
-0.325	20.125	-1.0455	4.6721
-0.325	20.458	-1.0566	4.9029
-0.325	20.792	-1.1608	5.1172
-0.325	21.125	-1.1924	5.0761
-0.325	21.458	-0.92813	4.8986
-0.325	21.792	-0.63841	4.7853
-0.325	22.125	-0.30574	4.5663
-0.325	22.458	0.066092	4.1544
-0.325	22.792	0.22636	3.935
-0.325	23.125	0.11735	3.5947
-0.325	23.458	-0.039014	3.4128
-0.325	23.792	-0.14231	3.333
-0.325	24.125	-0.23816	3.2176
-0.325	24.458	-0.23754	3.164
-0.325	24.792	-0.25147	3.1973
-0.325	25.125	-0.5664	3.0857
-0.325	25.458	-0.90399	3.0217
-0.325	25.792	-1.0585	2.8157
-0.325	26.125	-0.90607	2.5464
-0.325	26.458	-0.85454	2.3219
-0.325	26.792	-0.79938	1.9474
-0.325	27.125	-0.78365	1.5467
-0.325	27.458	-0.88188	1.0366
-0.325	27.792	-0.94633	0.45194
-0.325	28.125	-0.88812	-0.11291
-0.325	28.458	-0.82564	-0.60664
-0.325	28.792	-0.74281	-1.0655
-0.325	29.125	-0.39791	-0.66012
-0.325	29.458	-0.014569	-0.49341
0.0083333	9.7917	-0.54152	7.2616
0.0083333	10.125	-0.099904	6.692
0.0083333	10.458	0.064347	5.413
0.0083333	10.792	0.095585	4.8026
0.0083333	11.125	0.13688	4.8825
0.0083333	11.458	0.36514	5.1052
0.0083333	11.792	0.46563	4.8934
0.0083333	12.125	0.54389	4.8508
0.0083333	12.458	0.59563	4.8093
0.0083333	12.792	0.64531	5.0819
0.0083333	13.125	0.4726	5.563
0.0083333	13.458	-0.13274	5.7724
0.0083333	13.792	-0.57817	6.2361
0.0083333	14.125	-0.97438	6.679
0.0083333	14.458	-1.2885	7.0391
0.0083333	14.792	-1.489	7.0757
0.0083333	15.125	-1.3375	7.0883
0.0083333	15.458	-1.0312	6.9848
0.0083333	15.792	-0.79763	6.9165
0.0083333	16.125	-0.47309	7.1316
0.0083333	16.458	0.015969	7.1741
0.0083333	16.792	0.43077	7.1058
0.0083333	17.125	0.97058	6.8112
0.0083333	17.458	1.4448	6.3589
0.0083333	17.792	1.6314	5.8242
0.0083333	18.125	1.4617	5.5512
0.0083333	18.458	1.0539	5.307
0.0083333	18.792	0.62038	5.1638
0.0083333	19.125	0.17116	4.8713
0.0083333	19.458	-0.20705	4.5789
0.0083333	19.792	-0.54073	4.6014
0.0083333	20.125	-0.63688	4.83
0.0083333	20.458	-0.67063	5.1988
0.0083333	20.792	-0.85541	5.3457
0.0083333	21.125	-0.95087	5.3692
0.0083333	21.458	-0.73278	5.3489
0.0083333	21.792	-0.48318	5.4342
0.0083333	22.125	-0.17616	5.2269
0.0083333	22.458	0.089206	4.8009
0.0083333	22.792	0.29418	4.4867
0.0083333	23.125	0.22961	4.2786
0.0083333	23.458	0.1011	4.0298
0.0083333	23.792	-0.068703	3.7443
0.0083333	24.125	-0.23781	3.6475
0.0083333	24.458	-0.35156	3.4812
0.0083333	24.792	-0.40893	3.3582
0.0083333	25.125	-0.62105	3.2922
0.0083333	25.458	-0.85183	3.2101
0.0083333	25.792	-0.90059	3.0414
0.0083333	26.125	-0.71196	2.7959
0.0083333	26.458	-0.62498	2.4983
0.0083333	26.792	-0.55354	2.0225
0.0083333	27.125	-0.47842	1.7548
0.0083333	27.458	-0.64795	1.2015
0.0083333	27.792	-0.6616	0.60875
0.0083333	28.125	-0.52128	0.11974
0.0083333	28.458	-0.63476	-0.4926
0.0083333	28.792	-0.5515	-1.0093
0.0083333	29.125	-0.24477	-0.78182
0.0083333	29.458	0.045479	-0.55438
0.34167	9.7917	-0.12218	6.6032
0.34167	10.125	0.21123	6.7103
0.34167	10.458	0.22419	6.3168
0.34167	10.792	0.20085	5.4268
0.34167	11.125	0.3569	5.1657
0.34167	11.458	0.55157	5.2074
