x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	0.094118	4.0723
-0.99167	10.125	0.45403	3.4405
-0.99167	10.458	0.24585	2.3856
-0.99167	10.792	0.35798	1.9138
-0.99167	11.125	-0.097718	2.6598
-0.99167	11.458	-0.35657	3.3412
-0.99167	11.792	-0.096458	3.1816
-0.99167	12.125	0.26036	2.6729
-0.99167	12.458	0.40604	2.5824
-0.99167	12.792	0.54227	2.9936
-0.99167	13.125	0.45581	3.2989
-0.99167	13.458	0.059216	3.6125
-0.99167	13.792	-0.39789	4.3636
-0.99167	14.125	-0.64447	4.7607
-0.99167	14.458	-0.76277	4.8357
-0.99167	14.792	-0.53937	4.8734
-0.99167	15.125	-0.29878	4.9357
-0.99167	15.458	-0.0085582	5.0471
-0.99167	15.792	-0.056167	5.4062
-0.99167	16.125	-0.17536	5.8255
-0.99167	16.458	-0.30797	5.8318
-0.99167	16.792	-0.35374	5.623
-0.99167	17.125	-0.23901	5.7447
-0.99167	17.458	-0.39285	5.8527
-0.99167	17.792	-0.37673	5.9077
-0.99167	18.125	-0.47211	6.0612
-0.99167	18.458	-0.65403	6.2533
-0.99167	18.792	-0.67232	6.0778
-0.99167	19.125	-0.82901	5.8222
-0.99167	19.458	-0.92865	5.6949
-0.99167	19.792	-0.84721	5.6814
-0.99167	20.125	-0.89831	5.6008
-0.99167	20.458	-1.3497	5.2832
-0.99167	20.792	-1.8092	5.4159
-0.99167	21.125	-1.8884	5.5641
-0.99167	21.458	-1.9459	5.7691
-0.99167	21.792	-1.8459	5.8211
-0.99167	22.125	-1.5933	5.4984
-0.99167	22.458	-1.1439	5.1589
-0.99167	22.792	-0.76186	5.0721
-0.99167	23.125	-0.51383	4.6414
-0.99167	23.458	-0.27289	4.4144
-0.99167	23.792	-0.16538	4.317
-0.99167	24.125	-0.29753	4.0791
-0.99167	24.458	-0.39745	3.8623
-0.99167	24.792	-0.51118	3.8068
-0.99167	25.125	-0.7033	3.6105
-0.99167	25.458	-1.1182	3.4477
-0.99167	25.792	-1.2734	3.4622
-0.99167	26.125	-1.2736	3.6979
-0.99167	26.458	-1.1739	3.8321
-0.99167	26.792	-1.2592	3.8718
-0.99167	27.125	-1.2797	3.8763
-0.99167	27.458	-1.2978	3.9869
-0.99167	27.792	-1.4888	3.7539
-0.99167	28.125	-1.8401	3.4748
-0.99167	28.458	-2.0286	3.2487
-0.99167	28.792	-2.1158	2.7581
-0.99167	29.125	-1.5089	1.324
-0.99167	29.458	-0.44505	-0.20409
-0.65833	9.7917	0.1058	4.8422
-0.65833	10.125	0.18739	4.1276
-0.65833	10.458	0.67748	2.7107
-0.65833	10.792	0.70203	2.3454
-0.65833	11.125	0.087886	3.6439
-0.65833	11.458	-0.15857	4.8054
-0.65833	11.792	-0.035818	4.7884
-0.65833	12.125	0.21519	4.0482
