x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-1.2987	5.6466
-0.99167	10.125	-1.1312	5.5389
-0.99167	10.458	-1.1116	4.5688
-0.99167	10.792	-1.5535	3.8869
-0.99167	11.125	-0.99657	3.429
-0.99167	11.458	0.057531	3.3592
-0.99167	11.792	0.76657	3.5269
-0.99167	12.125	1.2735	3.6907
-0.99167	12.458	1.492	3.8768
-0.99167	12.792	1.3497	4.0406
-0.99167	13.125	1.065	4.071
-0.99167	13.458	0.35705	4.5386
-0.99167	13.792	-0.036776	5.0884
-0.99167	14.125	-0.3232	5.7054
-0.99167	14.458	-0.60742	5.9428
-0.99167	14.792	-0.81096	6.1448
-0.99167	15.125	-0.75774	6.0727
-0.99167	15.458	-0.31181	6.0785
-0.99167	15.792	-0.24396	5.9631
-0.99167	16.125	-0.38251	5.9136
-0.99167	16.458	-0.30642	5.9184
-0.99167	16.792	-0.18875	5.9404
-0.99167	17.125	-0.26043	6.1085
-0.99167	17.458	-0.22703	6.0384
-0.99167	17.792	-0.36966	5.9743
-0.99167	18.125	-0.62898	5.8529
-0.99167	18.458	-0.65452	5.699
-0.99167	18.792	-0.53666	5.5757
-0.99167	19.125	-0.57413	5.6135
-0.99167	19.458	-0.66699	5.5094
-0.99167	19.792	-0.62824	5.3223
-0.99167	20.125	-0.35059	5.265
-0.99167	20.458	-0.26308	5.2123
-0.99167	20.792	-0.23508	5.0628
-0.99167	21.125	-0.23503	4.7102
-0.99167	21.458	-0.1016	4.6291
-0.99167	21.792	-0.13446	4.8046
-0.99167	22.125	-0.20042	5.0324
-0.99167	22.458	0.079937	4.9107
-0.99167	22.792	0.1388	4.9306
-0.99167	23.125	-0.013485	4.9217
-0.99167	23.458	-0.14345	4.7667
-0.99167	23.792	-0.25107	4.7316
-0.99167	24.125	-0.48909	4.6357
-0.99167	24.458	-0.58806	4.6847
-0.99167	24.792	-0.6526	4.6069
-0.99167	25.125	-0.79129	4.4655
-0.99167	25.458	-1.2257	4.3805
-0.99167	25.792	-1.6607	4.5008
-0.99167	26.125	-2.0438	4.3321
-0.99167	26.458	-2.2691	3.7864
-0.99167	26.792	-2.2761	3.2548
-0.99167	27.125	-2.0247	2.7444
-0.99167	27.458	-1.8926	2.4871
-0.99167	27.792	-1.746	2.353
-0.99167	28.125	-1.5463	2.1096
-0.99167	28.458	-1.3435	1.9026
-0.99167	28.792	-1.0821	1.4103
-0.99167	29.125	-0.75812	0.46133
-0.99167	29.458	-0.10036	-0.40761
-0.65833	9.7917	-0.85357	6.5635
-0.65833	10.125	-0.69142	6.3891
-0.65833	10.458	-0.69193	5.5807
-0.65833	10.792	-0.91741	5.0211
-0.65833	11.125	-0.72649	4.3577
-0.65833	11.458	0.040872	3.7696
-0.65833	11.792	0.64751	3.8586
-0.65833	12.125	1.0615	4.1504
-0.65833	12.458	1.2181	4.644
-0.65833	12.792	1.0032	4.9643
-0.65833	13.125	0.80294	5.2543
-0.65833	13.458	0.33009	5.8286
-0.65833	13.792	-0.098626	6.3055
-0.65833	14.125	-0.43015	6.8983
-0.65833	14.458	-0.65693	7.1404
-0.65833	14.792	-0.83162	7.3596
-0.65833	15.125	-0.8288	7.334
-0.65833	15.458	-0.44687	7.2711
-0.65833	15.792	-0.42353	7.011
-0.65833	16.125	-0.50717	6.8419
-0.65833	16.458	-0.33587	6.8444
-0.65833	16.792	-0.2168	6.7937
-0.65833	17.125	-0.31493	6.9719
-0.65833	17.458	-0.27408	6.8848
-0.65833	17.792	-0.24295	6.7607
-0.65833	18.125	-0.36689	6.7802
-0.65833	18.458	-0.44944	6.5386
-0.65833	18.792	-0.44618	6.2426
-0.65833	19.125	-0.39764	6.0507
-0.65833	19.458	-0.42732	5.9195
-0.65833	19.792	-0.33121	5.8665
-0.65833	20.125	0.069157	5.8157
-0.65833	20.458	0.15817	5.6545
-0.65833	20.792	0.10177	5.267
-0.65833	21.125	0.086566	4.8869
-0.65833	21.458	0.2888	4.6793
-0.65833	21.792	0.22147	4.7065
-0.65833	22.125	0.08144	4.8312
-0.65833	22.458	0.32212	4.7802
-0.65833	22.792	0.26935	4.8136
-0.65833	23.125	0.16932	4.8119
-0.65833	23.458	-0.01644	4.774
-0.65833	23.792	-0.25477	4.8728
-0.65833	24.125	-0.54186	4.9181
-0.65833	24.458	-0.5479	4.922
-0.65833	24.792	-0.47084	4.7895
-0.65833	25.125	-0.69085	4.7657
-0.65833	25.458	-1.2018	4.7573
-0.65833	25.792	-1.6028	4.8124
-0.65833	26.125	-1.9133	4.6023
-0.65833	26.458	-2.0872	4.0984
-0.65833	26.792	-2.0502	3.4433
-0.65833	27.125	-1.8921	2.8363
-0.65833	27.458	-1.6047	2.5137
-0.65833	27.792	-1.4713	2.2453
-0.65833	28.125	-1.2749	2.1429
-0.65833	28.458	-1.0051	2.0852
-0.65833	28.792	-0.72383	1.7499
-0.65833	29.125	-0.39049	0.63967
-0.65833	29.458	0.0076183	-0.37194
-0.325	9.7917	-0.7882	6.1363
-0.325	10.125	-0.83912	6.4696
-0.325	10.458	-0.60689	6.5216
-0.325	10.792	-0.48238	6.5449
-0.325	11.125	-0.49282	5.4759
-0.325	11.458	-0.098992	4.182
-0.325	11.792	0.51781	4.3306
-0.325	12.125	0.74967	4.66
-0.325	12.458	0.66445	5.449
-0.325	12.792	0.55608	5.8818
-0.325	13.125	0.51368	6.1053
-0.325	13.458	0.10982	6.6738
-0.325	13.792	-0.25392	7.1461
-0.325	14.125	-0.53922	7.7137
