x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-3.0543	-2.2634
-0.99167	10.125	-1.9208	-2.4127
-0.99167	10.458	-0.11703	-0.74095
-0.99167	10.792	-0.044422	2.3041
-0.99167	11.125	-0.00684	3.6571
-0.99167	11.458	0.42377	3.9926
-0.99167	11.792	0.5283	4.3459
-0.99167	12.125	0.63159	4.8782
-0.99167	12.458	0.48337	5.5294
-0.99167	12.792	-0.010482	5.5525
-0.99167	13.125	-0.29941	5.1891
-0.99167	13.458	-0.79586	5.2848
-0.99167	13.792	-1.1552	5.4835
-0.99167	14.125	-1.6057	5.4788
-0.99167	14.458	-1.7039	5.908
-0.99167	14.792	-1.5491	6.0404
-0.99167	15.125	-1.0843	5.8454
-0.99167	15.458	-0.50791	5.3935
-0.99167	15.792	-0.29706	5.3053
-0.99167	16.125	-0.08601	5.3161
-0.99167	16.458	0.22131	5.4161
-0.99167	16.792	0.39752	5.4451
-0.99167	17.125	0.53113	5.3963
-0.99167	17.458	0.40534	5.3919
-0.99167	17.792	0.4619	5.4281
-0.99167	18.125	0.41795	5.2903
-0.99167	18.458	0.18975	4.986
-0.99167	18.792	0.15943	4.8431
-0.99167	19.125	0.060046	4.7396
-0.99167	19.458	-0.15882	4.7353
-0.99167	19.792	-0.17518	4.8235
-0.99167	20.125	-0.12564	4.9731
-0.99167	20.458	-0.47187	5.1185
-0.99167	20.792	-1.0143	5.2169
-0.99167	21.125	-1.3776	5.0902
-0.99167	21.458	-1.3785	5.1739
-0.99167	21.792	-1.3239	5.4267
-0.99167	22.125	-1.0446	5.4147
-0.99167	22.458	-0.51942	5.2186
-0.99167	22.792	0.010896	4.9003
-0.99167	23.125	0.18579	4.6649
-0.99167	23.458	0.36082	4.5225
-0.99167	23.792	0.53006	4.5058
-0.99167	24.125	0.55778	4.478
-0.99167	24.458	0.31507	4.3237
-0.99167	24.792	0.084428	4.19
-0.99167	25.125	-0.35301	4.1017
-0.99167	25.458	-0.91747	4.1617
-0.99167	25.792	-1.4585	4.2782
-0.99167	26.125	-1.8304	4.4562
-0.99167	26.458	-1.9868	4.6688
-0.99167	26.792	-2.2354	4.9553
