x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	3.1872	-1.4584
-0.99167	10.125	4.037	-0.60358
-0.99167	10.458	4.247	-1.3979
-0.99167	10.792	3.9463	-3.241
-0.99167	11.125	2.2359	-4.2238
-0.99167	11.458	0.54177	-2.5284
-0.99167	11.792	-0.40719	0.034045
-0.99167	12.125	-0.8399	3.0181
-0.99167	12.458	-0.83102	4.4788
-0.99167	12.792	-0.50911	5.4081
-0.99167	13.125	-0.19396	5.379
-0.99167	13.458	-0.15499	5.1818
-0.99167	13.792	-0.33615	5.3397
-0.99167	14.125	-0.33611	5.5737
-0.99167	14.458	-0.07527	5.8704
-0.99167	14.792	0.010422	6.0914
-0.99167	15.125	-0.040792	6.3017
-0.99167	15.458	-0.050906	6.2152
-0.99167	15.792	-0.4671	6.4369
-0.99167	16.125	-0.82346	6.6368
-0.99167	16.458	-1.3021	6.7465
-0.99167	16.792	-1.5293	6.4947
-0.99167	17.125	-1.5508	6.0488
-0.99167	17.458	-1.4607	5.3499
-0.99167	17.792	-1.1026	5.1212
-0.99167	18.125	-0.91136	4.8163
-0.99167	18.458	-0.65749	4.3768
-0.99167	18.792	-0.4035	4.0672
-0.99167	19.125	-0.12271	3.6683
-0.99167	19.458	0.011291	3.6258
-0.99167	19.792	0.18642	3.6982
-0.99167	20.125	0.56789	3.6805
-0.99167	20.458	0.97644	3.7239
-0.99167	20.792	1.0618	3.798
-0.99167	21.125	0.95542	3.9929
-0.99167	21.458	0.72084	4.1719
-0.99167	21.792	0.50536	4.6173
-0.99167	22.125	0.51325	5.0628
-0.99167	22.458	0.50604	5.1904
-0.99167	22.792	0.17742	5.409
-0.99167	23.125	-0.31018	5.6404
-0.99167	23.458	-0.88552	5.843
-0.99167	23.792	-1.3964	6.2017
-0.99167	24.125	-1.7928	6.3712
-0.99167	24.458	-1.8482	6.2088
-0.99167	24.792	-1.6116	5.921
-0.99167	25.125	-1.4719	5.823
-0.99167	25.458	-1.3268	5.5422
-0.99167	25.792	-0.85614	4.9228
-0.99167	26.125	-0.42214	4.4303
-0.99167	26.458	-0.27564	4.354
-0.99167	26.792	-0.39073	4.5342
-0.99167	27.125	-0.51186	4.3827
-0.99167	27.458	-0.5912	3.9258
-0.99167	27.792	-0.81572	3.4338
-0.99167	28.125	-1.4428	2.9984
-0.99167	28.458	-1.7856	2.418
-0.99167	28.792	-1.9643	1.47
-0.99167	29.125	-1.643	0.29251
-0.99167	29.458	-0.35908	-0.3919
-0.65833	9.7917	2.7195	-1.3192
-0.65833	10.125	4.3136	-0.39893
-0.65833	10.458	4.6916	-0.26727
-0.65833	10.792	3.7921	-1.9294
-0.65833	11.125	2.1872	-3.0954
-0.65833	11.458	0.55374	-1.7376
-0.65833	11.792	-0.24097	1.3312
-0.65833	12.125	-0.64927	4.4217
-0.65833	12.458	-0.82809	5.7881
-0.65833	12.792	-0.70355	6.6373
-0.65833	13.125	-0.37537	6.7386
-0.65833	13.458	-0.40487	6.7536
-0.65833	13.792	-0.4864	6.6483
-0.65833	14.125	-0.47837	6.7306
-0.65833	14.458	-0.35215	6.7035
-0.65833	14.792	-0.091434	6.8021
-0.65833	15.125	-0.0042588	6.8969
-0.65833	15.458	-0.0021576	6.7277
