x[mm]	y[mm]	U[m/s]	V[m/s]	
-0.99167	9.7917	-0.98655	3.4203
-0.99167	10.125	-1.3934	4.053
-0.99167	10.458	-0.83226	3.664
-0.99167	10.792	-0.4106	3.4941
-0.99167	11.125	-0.31119	3.3002
-0.99167	11.458	-0.44055	3.4409
-0.99167	11.792	-0.14546	3.218
-0.99167	12.125	0.4428	3.8441
-0.99167	12.458	0.82198	4.4582
-0.99167	12.792	1.0695	4.8607
-0.99167	13.125	0.76529	4.9982
-0.99167	13.458	0.0052148	4.9471
-0.99167	13.792	-0.39643	5.0206
-0.99167	14.125	-0.92927	5.1886
-0.99167	14.458	-1.059	5.4377
-0.99167	14.792	-1.2656	5.4237
-0.99167	15.125	-1.0775	5.1559
-0.99167	15.458	-0.90456	4.9603
-0.99167	15.792	-0.91768	4.8632
-0.99167	16.125	-0.77082	4.6916
-0.99167	16.458	-0.78554	4.5701
-0.99167	16.792	-0.77862	4.5857
-0.99167	17.125	-0.75753	4.5648
-0.99167	17.458	-0.76959	4.3642
-0.99167	17.792	-0.80119	4.0781
-0.99167	18.125	-0.94571	4.2313
-0.99167	18.458	-1.1262	4.5186
-0.99167	18.792	-1.187	4.6933
-0.99167	19.125	-1.0061	4.9517
-0.99167	19.458	-0.66971	5.0767
-0.99167	19.792	-0.39934	5.1651
-0.99167	20.125	0.021034	5.2317
-0.99167	20.458	0.36299	5.3475
-0.99167	20.792	0.63083	5.1064
-0.99167	21.125	0.87247	4.8339
-0.99167	21.458	0.94488	4.5795
-0.99167	21.792	0.74627	4.5209
-0.99167	22.125	0.61652	4.4739
-0.99167	22.458	0.48835	4.2901
-0.99167	22.792	0.042675	4.3833
-0.99167	23.125	-0.23308	4.5439
-0.99167	23.458	-0.58633	4.5436
-0.99167	23.792	-0.97396	4.5902
-0.99167	24.125	-1.1228	4.6048
-0.99167	24.458	-0.97625	4.6053
-0.99167	24.792	-0.82824	4.5139
-0.99167	25.125	-0.80917	4.2883
-0.99167	25.458	-1.0712	3.7519
-0.99167	25.792	-1.0604	3.1091
-0.99167	26.125	-1.086	2.6978
-0.99167	26.458	-1.1706	2.0727
-0.99167	26.792	-1.3455	1.5797
-0.99167	27.125	-1.6455	1.1921
-0.99167	27.458	-1.8197	0.87167
-0.99167	27.792	-1.787	0.56906
-0.99167	28.125	-1.6818	0.5742
-0.99167	28.458	-1.582	0.46239
-0.99167	28.792	-1.4029	0.13798
-0.99167	29.125	-1.1868	-0.24583
-0.99167	29.458	-0.6166	-0.44863
-0.65833	9.7917	-1.4386	4.0219
-0.65833	10.125	-1.5706	4.4813
-0.65833	10.458	-1.0858	4.4237
-0.65833	10.792	-0.6675	4.5927
-0.65833	11.125	-0.41545	4.7643
-0.65833	11.458	-0.28852	4.6133
-0.65833	11.792	-0.084777	4.591
-0.65833	12.125	0.39867	5.1498
-0.65833	12.458	0.74607	5.7674
-0.65833	12.792	0.78932	6.0018
-0.65833	13.125	0.53768	6.111
-0.65833	13.458	-0.14482	6.1111
-0.65833	13.792	-0.55838	6.2187
-0.65833	14.125	-0.98997	6.5067
-0.65833	14.458	-1.1511	6.5737
-0.65833	14.792	-1.2668	6.4229
-0.65833	15.125	-1.1066	6.0613
-0.65833	15.458	-0.92783	5.6857
-0.65833	15.792	-0.90876	5.4979
-0.65833	16.125	-0.71699	5.2296
-0.65833	16.458	-0.63548	5.0225
-0.65833	16.792	-0.68863	5.0251
-0.65833	17.125	-0.71264	4.978
-0.65833	17.458	-0.64251	4.6956
-0.65833	17.792	-0.6232	4.3849
-0.65833	18.125	-0.85228	4.4567
-0.65833	18.458	-1.1016	4.6234
-0.65833	18.792	-1.1609	4.9109
-0.65833	19.125	-1.0937	5.1215
-0.65833	19.458	-0.9752	5.307
-0.65833	19.792	-0.70037	5.5813
-0.65833	20.125	-0.25714	5.7794
-0.65833	20.458	0.13794	5.8566
-0.65833	20.792	0.36732	5.7449
-0.65833	21.125	0.65269	5.6966
-0.65833	21.458	0.79644	5.6403
-0.65833	21.792	0.68754	5.5436
-0.65833	22.125	0.52655	5.4379
-0.65833	22.458	0.42879	5.3671
-0.65833	22.792	-0.044138	5.4003
-0.65833	23.125	-0.37162	5.2354
-0.65833	23.458	-0.69449	5.1931
-0.65833	23.792	-0.98364	5.2
-0.65833	24.125	-1.0408	5.1631
-0.65833	24.458	-0.90412	5.1633
-0.65833	24.792	-0.68568	5.0964
-0.65833	25.125	-0.58774	4.8416
-0.65833	25.458	-0.62933	4.2235
-0.65833	25.792	-0.58296	3.4619
-0.65833	26.125	-0.5596	2.6209
-0.65833	26.458	-0.6071	1.777
-0.65833	26.792	-0.95353	1.2672
-0.65833	27.125	-1.2965	0.90376
-0.65833	27.458	-1.547	0.49051
-0.65833	27.792	-1.5457	0.11748
-0.65833	28.125	-1.448	0.079683
-0.65833	28.458	-1.3134	-0.12388
-0.65833	28.792	-1.1873	-0.18238
-0.65833	29.125	-1.115	-0.41911
-0.65833	29.458	-0.83545	-0.45287
-0.325	9.7917	-0.96761	3.8617
-0.325	10.125	-1.0348	4.7229
-0.325	10.458	-0.72594	5.1931
-0.325	10.792	-0.40072	5.5742
-0.325	11.125	-0.0039674	5.8066
-0.325	11.458	0.21572	5.6502
